,combinedPval,adjustedPval
ENSGALG00000052514,5.29324044595825e-07,1.10621168562016e-05
ENSGALG00000035049,5.33473549557684e-07,1.11465663338667e-05
NMNAT1,5.41521449237692e-07,1.13124191660434e-05
ENSGALG00000007683,5.42628784905297e-07,1.13332451642444e-05
FKBP11,5.46350219954306e-07,1.14086491832818e-05
PEX2,5.46971448134315e-07,1.14192985175104e-05
C11H16orf70,5.47587418964213e-07,1.14298337839128e-05
ST8SIA5,5.52202270132085e-07,1.15238167311361e-05
PREB,5.55049698314214e-07,1.15802654514272e-05
KLHL8,5.55132817492421e-07,1.15802654514272e-05
TEN1,5.64299280636504e-07,1.17690894852256e-05
TMC7,5.70773871166885e-07,1.19017062130404e-05
B4GALT6,5.73201557996228e-07,1.19499006772374e-05
VPS51,5.75853932427428e-07,1.20027588255784e-05
MSH4,5.77315227956454e-07,1.20307744085868e-05
APBB1IP,5.77761007369837e-07,1.20376203941296e-05
HDAC7,5.81762123363916e-07,1.21185238216181e-05
MAML2,5.82760019574025e-07,1.21368478836362e-05
MAP2K6,5.83647628893402e-07,1.21528680886219e-05
UPP1,5.83861687886156e-07,1.2154859793807e-05
USP6NL,5.84484982857347e-07,1.21653684575813e-05
MOSPD2,5.96966873933624e-07,1.24226455761308e-05
FAM217B,5.98691433095766e-07,1.24560079361231e-05
KLHL5,5.99057127348424e-07,1.24585662595091e-05
ENSGALG00000044521,5.98999811973755e-07,1.24585662595091e-05
RND2,6.00117929461241e-07,1.24780997390351e-05
HBM,6.07615604164558e-07,1.26314384603942e-05
ENSGALG00000054277,6.33518344117512e-07,1.31672519701303e-05
TATDN3,6.37467346908949e-07,1.32466472821661e-05
GFER,6.414875803884e-07,1.33274903394534e-05
HEATR5B,6.43642999897942e-07,1.33695653062658e-05
NCKIPSD,6.46049553409966e-07,1.34168386761925e-05
BLOC1S6,6.48533333924561e-07,1.34656964105148e-05
KLF15,6.5762994783114e-07,1.36518109048752e-05
C17orf113,6.68862485508903e-07,1.38821810474271e-05
MBD4,6.71643338057137e-07,1.39370795446041e-05
LRCH2,6.78331974812707e-07,1.40730287799902e-05
SMYD5,6.89558372846122e-07,1.43014055948123e-05
ACSF2,6.89618565585803e-07,1.43014055948123e-05
SLC47A1,6.99001362791662e-07,1.44930594556528e-05
COL12A1,7.00413615106754e-07,1.45194084034734e-05
TMEM35B,7.12041254957718e-07,1.47574665222086e-05
ENSGALG00000039648,7.13707505317629e-07,1.47890146537916e-05
ZDHHC9,7.14788189193349e-07,1.48084187462819e-05
CLN5,7.15912224724669e-07,1.48287129524641e-05
ENSGALG00000052610,7.24242760763438e-07,1.4998237334835e-05
angiopoietin-2,7.3139326128846e-07,1.51432610791165e-05
PPP1CB,7.36234575193784e-07,1.52404250129389e-05
TNFAIP1,7.36722339356177e-07,1.52474472737591e-05
FAM135A,7.42912812601304e-07,1.53724680513877e-05
DDX20,7.60141159350525e-07,1.57257898124286e-05
TGS1,7.71919297037904e-07,1.59662380601833e-05
TCTN2,7.74145793580594e-07,1.60090648258811e-05
CCNE2,7.78215588415065e-07,1.60899854279596e-05
SLC2A8,7.78579620219766e-07,1.60942704175082e-05
TP53I3,7.83466804099575e-07,1.61920343927651e-05
PPME1,7.85031364580746e-07,1.62211036409107e-05
ENSGALG00000002581,7.92480330691347e-07,1.63717261968863e-05
GAPVD1,7.97644388650376e-07,1.64750940806321e-05
EXO1,8.0270250024661e-07,1.65762325274072e-05
PEMT,8.08293520337955e-07,1.66883329207884e-05
CEP63,8.0918882094938e-07,1.67034581300789e-05
SNX4,8.18956016113148e-07,1.69016760872112e-05
CRADD,8.23886419087927e-07,1.70000123411253e-05
ACAD11,8.27646447598696e-07,1.7074164502587e-05
ENSGALG00000045548,8.36146324401099e-07,1.7246049248946e-05
ENSGALG00000050868,8.57906937490327e-07,1.7691321105694e-05
HBBR,8.65506810443506e-07,1.78444571615546e-05
ENSGALG00000033462,8.67332087706174e-07,1.78784987613752e-05
CHRDL1,8.68939185050266e-07,1.79080302069697e-05
TMEM243,8.81928573503998e-07,1.81720811688328e-05
ENSGALG00000048639,8.95100351394618e-07,1.84397835183288e-05
DOK5,8.98529384452118e-07,1.8506710373732e-05
FBXO21,9.0376049244334e-07,1.86107196691777e-05
ASS1,9.06203453832077e-07,1.8657283752536e-05
GAS6,9.11434929640187e-07,1.87612287138785e-05
LYN,9.11701018346811e-07,1.87629435865398e-05
ENSGALG00000050608,9.26694089353752e-07,1.90676805241378e-05
TSTD3,9.35401283763682e-07,1.92429828897165e-05
TRDMT1,9.36454829236766e-07,1.92569381115406e-05
ACTN4,9.3634740294668e-07,1.92569381115406e-05
COL9A3,9.65683958131791e-07,1.98540187942102e-05
ENSGALG00000030153,9.67739174462245e-07,1.98922890628683e-05
ITGAV,9.75793850055418e-07,2.0053840748101e-05
CHST9,9.90335233153061e-07,2.03486114065984e-05
AKR1B10L2,9.90934874378624e-07,2.03568577206957e-05
ENSGALG00000017072,9.96018396426379e-07,2.04571950424984e-05
APOOL,1.0054895653866e-06,2.06475919560546e-05
ACBD5,1.0100203646779e-06,2.0736483179203e-05
ENSGALG00000037374,1.03451752964112e-06,2.12351814962482e-05
MAPKKK3L,1.03564129871891e-06,2.12539987634664e-05
WDR25,1.04114539345446e-06,2.13626859856634e-05
TUSC3,1.04244406695653e-06,2.13850583013589e-05
CDKL1,1.04747693263629e-06,2.1484010881929e-05
PCYOX1L,1.04809525769411e-06,2.1492398696195e-05
SELENOI,1.05967586061517e-06,2.17255323795973e-05
ZNF704,1.06795802956583e-06,2.18909617883832e-05
CCK,1.07225263046296e-06,2.19746044488231e-05
ENSGALG00000020320,1.09517555058058e-06,2.24397669900892e-05
FBXO8,1.09538746806415e-06,2.24397669900892e-05
TMEM120B,1.11020760074076e-06,2.27388298359909e-05
MKP3,1.13717348604325e-06,2.32864882102207e-05
KIN,1.13927175593442e-06,2.332480270231e-05
C3orf70,1.15995742389075e-06,2.37435738608704e-05
SIL1,1.16337603817129e-06,2.38088031531494e-05
DIS3L2,1.17907918673055e-06,2.41253626253998e-05
KLHL4,1.18182886277296e-06,2.41768052913131e-05
COX10,1.18230982604217e-06,2.41818253941117e-05
ARHGAP11A,1.19081402560894e-06,2.43509103482696e-05
POLE,1.19172181001215e-06,2.43646200867445e-05
NBEAL2,1.19454100078187e-06,2.44173950748244e-05
DIPK1B,1.19516140406617e-06,2.44252129828161e-05
ENSGALG00000037717,1.2110015423783e-06,2.47440077637542e-05
ENSGALG00000021848,1.21740411218596e-06,2.48698792130651e-05
IGF2R,1.23186954725796e-06,2.51603809677212e-05
IFT172,1.24033015946878e-06,2.5328145739379e-05
FBXL3,1.24351197139383e-06,2.53880695459641e-05
JMJD6,1.25270990913862e-06,2.55707728820615e-05
KIRREL1,1.25988694021917e-06,2.57121602877495e-05
FUCA1,1.26611107076346e-06,2.58340482650977e-05
TMEM150C,1.29334974163786e-06,2.63845885440562e-05
MYH9,1.30257332431327e-06,2.65674717364851e-05
WNT6,1.30841924983471e-06,2.66814047767192e-05
TMEM245,1.31912490641817e-06,2.68943729577106e-05
CMAS,1.33475763808288e-06,2.72076900231488e-05
TM7SF2,1.34199534540524e-06,2.73497925404216e-05
FAM120B,1.34352017389094e-06,2.73754335937799e-05
PNPO,1.38743863353774e-06,2.8264701462551e-05
CUBN,1.39740180205017e-06,2.84620213597603e-05
CHST15,1.40569642415045e-06,2.86252850679917e-05
HINFP,1.41164480127465e-06,2.87407150870846e-05
MYH1B,1.42588066576188e-06,2.90247969219054e-05
TRMT13,1.42894981025599e-06,2.90815047945882e-05
SLC37A3,1.42948706727264e-06,2.90866722797876e-05
ENSGALG00000027778,1.44145900815573e-06,2.93244603105468e-05
TOM1L1,1.44860243000977e-06,2.94639441323786e-05
TUBD1,1.45081385805046e-06,2.95030779517228e-05
DUSP7,1.47128242256045e-06,2.99133913987189e-05
SMOX,1.49128125825904e-06,3.03139939410641e-05
ENSGALG00000054208,1.56833075681817e-06,3.18739046238734e-05
NDOR1,1.57016489632511e-06,3.19048641374491e-05
WWP2,1.57278073720235e-06,3.19516919841607e-05
ASMTL,1.57375374454372e-06,3.19651330599188e-05
LURAP1L,1.5838897500231e-06,3.21646452695365e-05
TIMP2,1.59345316219639e-06,3.23524529902315e-05
CERK,1.59658210985292e-06,3.24095710196702e-05
ZNF384,1.61850169033695e-06,3.28480285891221e-05
NR2F2,1.62794855740334e-06,3.30332250026179e-05
STIM1,1.62840447026635e-06,3.30359459427682e-05
SKAP2,1.63209252956875e-06,3.31042244075001e-05
TRAFD1,1.66759812225692e-06,3.38177130172998e-05
TLE4Z1,1.67483396507073e-06,3.39577424381264e-05
TRAPPC12,1.67914353121912e-06,3.40383971666447e-05
NECAB3,1.69178232456435e-06,3.42878308506077e-05
HAPLN1,1.70028858337279e-06,3.44534273475229e-05
ENSGALG00000041044,1.70353380224419e-06,3.45123735841718e-05
ARMH3,1.70549651667962e-06,3.45453190650344e-05
PIP5K1B,1.72822134647532e-06,3.49987111601173e-05
ICOSLG,1.73296925765065e-06,3.50879404212113e-05
TMEM63C,1.75528628565402e-06,3.55327914387784e-05
TRMT61B,1.79059495719613e-06,3.62404089613122e-05
ENSGALG00000051171,1.79666028654601e-06,3.6355999069985e-05
ATP5S,1.7995301315743e-06,3.64068947070857e-05
RIPK2,1.8307886543445e-06,3.70319979306539e-05
ZNF609,1.83451142721225e-06,3.70999894076007e-05
SH3KBP1,1.86203184759925e-06,3.76491277564633e-05
ZC3H13,1.86853949069032e-06,3.77732681824779e-05
NEFM,1.87841552978796e-06,3.79654397813719e-05
ANKRD54,1.92618837979719e-06,3.89233331974731e-05
CS,1.96486037074006e-06,3.96969807093065e-05
GALNT2,1.96678582808918e-06,3.97280626669739e-05
CCPG1,2.00530413774214e-06,4.04981437827868e-05
ZNF142,2.01417632772483e-06,4.06693211552189e-05
PTPRM,2.04535133851991e-06,4.12906709315439e-05
CDCA9,2.06326480500785e-06,4.16441106703331e-05
KLHL36,2.07864765555676e-06,4.19463445529496e-05
TMEM158,2.0963540514618e-06,4.22953387074786e-05
KLF6,2.09952206153829e-06,4.23498714115196e-05
ENSGALG00000051548,2.09988204735723e-06,4.23498714115196e-05
TMEM41B,2.12621427753135e-06,4.28640904645685e-05
SLC9A3R2,2.12581176950444e-06,4.28640904645685e-05
SOS2,2.14273404330889e-06,4.31886442512114e-05
LSM10,2.16598058799811e-06,4.36486279996621e-05
IGHMBP2,2.18246565419911e-06,4.3972201278343e-05
ENSGALG00000033014,2.19503320120218e-06,4.421673308727e-05
DDB2,2.20037080156388e-06,4.43155575252245e-05
ENSGALG00000052154,2.20549860907582e-06,4.4410118785561e-05
ENSGALG00000037747,2.21308320103031e-06,4.45541032868471e-05
ENSGALG00000046353,2.22563318197366e-06,4.47979756346357e-05
STT3B,2.2500877838727e-06,4.52813239058258e-05
FERMT1,2.28395021006911e-06,4.59537709813687e-05
NAT9,2.28877171770669e-06,4.60417569209186e-05
ENSGALG00000001049,2.33840449248568e-06,4.7030971372085e-05
NOLC1,2.34008265742602e-06,4.70555039902672e-05
GSTAL3,2.35621428323896e-06,4.73706071991185e-05
DUSP10,2.37429395433253e-06,4.77247438953166e-05
A4GALT,2.41453678706538e-06,4.85241476651379e-05
MOV10,2.45955829480948e-06,4.94192551502935e-05
HPGDS,2.48092805410494e-06,4.98388769653026e-05
ABCC5,2.49368713589604e-06,5.00853902100759e-05
ENSGALG00000037051,2.5234120248907e-06,5.06724964402001e-05
MPPE1,2.54576823821573e-06,5.11114319918813e-05
ENSGALG00000001483,2.6183126775603e-06,5.25576287125478e-05
GRK3,2.62719939914113e-06,5.27257026128613e-05
ACER3,2.64536057437148e-06,5.30798049819794e-05
PPHLN1,2.65733959847747e-06,5.33097468209801e-05
ATP6AP1L,2.67987573732142e-06,5.37513471065122e-05
ASNSD1,2.70831964943596e-06,5.43112462983546e-05
GSTCD,2.72701333214886e-06,5.46754388934099e-05
IPO13,2.75037366714859e-06,5.5122271378265e-05
ANAPC5,2.75001042226997e-06,5.5122271378265e-05
BRPF1,2.7940489915057e-06,5.59866702060203e-05
UEVLD,2.79798468239001e-06,5.60545911477718e-05
AGAP3,2.80021528564767e-06,5.60883326661488e-05
GNB5,2.8162878974447e-06,5.63992624639387e-05
PIM1,2.84132396632941e-06,5.68895390453514e-05
GOSR1,2.87656623476629e-06,5.75839350664961e-05
LRRC71,2.87729398495973e-06,5.75872734128893e-05
RWDD2B,2.89158546640245e-06,5.78620272970619e-05
ENSGALG00000054593,2.90479601394722e-06,5.81150482897046e-05
PBLD,2.9152609466454e-06,5.83130510038924e-05
TF,2.94893414176656e-06,5.89751137285627e-05
EPHX2,2.97417315997528e-06,5.94682780640556e-05
LETM2,2.98888896765881e-06,5.9750880813211e-05
CLASP1,2.99236046119589e-06,5.98086321915371e-05
PPP6C,3.01357782617195e-06,6.02209806913571e-05
GJA4,3.01654701639897e-06,6.02685824122502e-05
ENSGALG00000023506,3.0317548509462e-06,6.05606379159824e-05
ENSGALG00000049545,3.03344310625953e-06,6.05825727728463e-05
WNT11,3.05295332103661e-06,6.0960362088003e-05
MCM8,3.0569467166508e-06,6.10282300037425e-05
RNF121,3.07161320423077e-06,6.13091054207254e-05
ELAVL4,3.13179594924051e-06,6.24981951587802e-05
SNTB2,3.13346776725787e-06,6.25194041493243e-05
ENSGALG00000053667,3.14770769338502e-06,6.27913168867241e-05
PCMTD1,3.17745187539131e-06,6.33723469279976e-05
GHDC,3.20234384676432e-06,6.38563956446044e-05
CHD2,3.30395803016525e-06,6.5869839885264e-05
LIFR,3.31737157144296e-06,6.61244187155917e-05
ITFG1,3.32634556099443e-06,6.6290423296802e-05
ORC2,3.37975213327013e-06,6.73416842631664e-05
DARS2,3.39547562866471e-06,6.76418462408261e-05
TBCCD1,3.39717573749621e-06,6.76625836805798e-05
KAT2B,3.48588422371954e-06,6.94159492501991e-05
CEP19,3.49179766390151e-06,6.95202202126973e-05
RUBCNL,3.4949061551437e-06,6.95686162141009e-05
ENSGALG00000053107,3.5433707932242e-06,7.05196650785893e-05
ENSGALG00000049966,3.57566193720515e-06,7.1148525045169e-05
MYLIP,3.57846448162391e-06,7.11904907959837e-05
ENSGALG00000038416,3.58530030108994e-06,7.13126632951359e-05
FAM114A1,3.69442849867951e-06,7.34690193864513e-05
VPS11,3.69710616099361e-06,7.35080283267627e-05
TBK1,3.6999993728859e-06,7.35396450682243e-05
PDZD8,3.70012910377859e-06,7.35396450682243e-05
VRTN,3.71073270422073e-06,7.37361143097179e-05
ENSGALG00000008567,3.7223154149002e-06,7.39519596758038e-05
C1H2ORF40,3.76195799089984e-06,7.47250844074843e-05
TBL1XR1,3.76649878675028e-06,7.48008059799254e-05
C3orf38,3.81503620383583e-06,7.57500804274659e-05
ENSGALG00000009292,3.82114744956752e-06,7.58567507891624e-05
DAPP1,3.84956614851717e-06,7.64061379377485e-05
ZFHX3,3.86482716341341e-06,7.66942096258215e-05
IMPAD1,3.89737938255585e-06,7.73252328916098e-05
QSOX1,3.94653273838586e-06,7.82853204108108e-05
DIO2,4.00224084862177e-06,7.93750350920915e-05
PBX4,4.10464027056356e-06,8.13901622827475e-05
ZC3H3,4.2455479862813e-06,8.4167937590872e-05
UBA6,4.25708066065233e-06,8.43802768005092e-05
COL2A1,4.31208882267775e-06,8.54541022636463e-05
SPATS2,4.34761791567873e-06,8.61415645028023e-05
CDO1,4.38670342239877e-06,8.68992128503597e-05
ENSGALG00000004009,4.48853596313192e-06,8.88993279931598e-05
AGPS,4.53608772299496e-06,8.98238011653618e-05
GOLGA5,4.63667683159308e-06,9.1797963012738e-05
TARBP1,4.64711033631993e-06,9.1986786926004e-05
RAD9A,4.66574881796689e-06,9.23379193623955e-05
PEX7,4.67770696677139e-06,9.2556734194127e-05
ENSGALG00000053964,4.68886621929343e-06,9.27596601534582e-05
GNLY,4.75785186648814e-06,9.41062648371161e-05
SLC2A14,4.81371802796282e-06,9.51929084133369e-05
CDS2,4.91679353520347e-06,9.72125344359317e-05
SCYL3,4.93045402638614e-06,9.74638513288081e-05
ENSGALG00000049524,5.05195151090376e-06,9.98463528897041e-05
ERRFI1,5.07569759400361e-06,0.000100296358475042
ELMO3,5.13625070497348e-06,0.000101473361906156
CCNB3,5.24952746072671e-06,0.00010369133663253
ENSGALG00000024077,5.25963003084051e-06,0.000103870901032131
DIS3L,5.32844638390095e-06,0.000105209694719998
ENSGALG00000032799,5.33279037173706e-06,0.000105275217241066
ENSGALG00000048831,5.37198643157932e-06,0.000106028600971314
USPL1,5.37666559619066e-06,0.000106100555098335
SPATS2L,5.49195183485729e-06,0.000108354729323161
RBMS1,5.500998450092e-06,0.000108512360873634
MAD2L1BP,5.51228803424841e-06,0.00010871416802295
ENSGALG00000040434,5.59429331381534e-06,0.000110310295256009
SOBP,5.61316182279281e-06,0.000110661094874972
PHACTR3,5.66659448608675e-06,0.00011169304652032
ADPRM,5.75805394631423e-06,0.000113473996213047
ENSGALG00000053317,5.78079371593709e-06,0.000113900262908377
ENSGALG00000049285,5.86203202113111e-06,0.000115478754456279
ENSGALG00000037314,5.97704808491528e-06,0.00011772191558779
DNAAF2,5.999612303631e-06,0.000118143665174933
DTWD2,6.04137261273063e-06,0.000118943187658913
ABCB6,6.09241000981697e-06,0.000119925016791777
DCAF1,6.10593528815873e-06,0.000120168210049467
RGS2,6.26200142672673e-06,0.000123216055940967
SLC38A1,6.42629376379489e-06,0.000126424567746814
KIF15,6.65110541731018e-06,0.0001308222192398
MTMR9,6.7276488294743e-06,0.000132302420187753
SCARB1,6.93197345125185e-06,0.000136294451194599
ENSGALG00000053332,6.95993243626791e-06,0.000136817967329343
ENSGALG00000034218,7.07545854805591e-06,0.000139062343160085
CPEB1,7.12876474451285e-06,0.000140083212344785
PTCHD4,7.16185040439132e-06,0.000140706424801519
NPRL3,7.2125289972691e-06,0.000141674974950727
ENSGALG00000052171,7.22232981853477e-06,0.000141840350203965
CAPN10,7.41703674922434e-06,0.00014563636465298
ENSGALG00000051365,7.46718577837591e-06,0.000146564990858148
ENSGALG00000050999,7.46703798681914e-06,0.000146564990858148
VPS37A,7.47774779585875e-06,0.000146744242647003
CENPJ,7.62873005344389e-06,0.000149678523294025
LIN9,7.6897424157174e-06,0.000150817956428472
HS2ST1,7.68834115238981e-06,0.000150817956428472
ZC3HC1,7.79187978583451e-06,0.000152791971697309
PHF12,7.86450751499856e-06,0.000154186685124584
LTBP2,7.94087308619851e-06,0.000155654133746674
ENSGALG00000013365,7.95350392068794e-06,0.000155871955217846
CLEC3B,8.00198901118598e-06,0.000156792227449599
HTR7,8.05353831756506e-06,0.000157772177700716
RIC3,8.17649349327265e-06,0.00016015035787675
ENSGALG00000053585,8.31495723319087e-06,0.000162831334026592
TIA1,8.42688871549591e-06,0.000164991806898259
HSDL1,8.53397928579636e-06,0.000167056692642158
FASTKD1,8.54842915898324e-06,0.00016730765117772
MMS19,8.68332906245328e-06,0.000169915481596078
ENSGALG00000006203,8.70126671714821e-06,0.000170234035572041
EHBP1,8.79647367679759e-06,0.000172063898561696
CRABP-I,8.86840279978873e-06,0.000173437823691954
ENSGALG00000043013,8.87525620063556e-06,0.000173538793164441
NUP155,9.03114210482059e-06,0.000176553217024808
CPLANE1,9.08099421448316e-06,0.00017749399285405
ENSGALG00000048501,9.1444941053842e-06,0.000178701114558711
NAA25,9.28280786127722e-06,0.000181369506220785
FOXRED2,9.36245143634551e-06,0.000182890789784124
ENSGALG00000049347,9.42870710629595e-06,0.000184150018222978
DEF8,9.51014890593349e-06,0.000185705308155671
ENSGALG00000052492,9.54284085552537e-06,0.000186303457585987
GJC2,9.54441046174814e-06,0.000186303457585987
ENSGALG00000013101,9.55223122045545e-06,0.000186420668050801
ENSGALG00000051159,9.56434782173332e-06,0.000186621655381131
RBM48,9.60344600042795e-06,0.000187348936732775
TMEM130,9.67793898332125e-06,0.000188766310455015
MYBPC1,9.83975460333575e-06,0.00019188603309222
ANKRD1,1.00288124147419e-05,0.000195535722430496
CYP2J22,1.00435880405758e-05,0.000195786622208743
TTC7B,1.00930689961309e-05,0.000196713833310911
ENSGALG00000054059,1.01498306308567e-05,0.000197782565838726
FBXL21,1.01855128560313e-05,0.000198440211121531
ENSGALG00000018702,1.02374968355967e-05,0.000199415147019271
SLC9A6,1.02397607941729e-05,0.000199421405561405
ZNFX1,1.02434723853184e-05,0.000199455849317706
CEP95,1.02966116433123e-05,0.000200452528674657
GINS4,1.03904987707182e-05,0.000202241951635964
ENSGALG00000006137,1.04289735984864e-05,0.000202952348762514
NPL,1.04591820595523e-05,0.000203501640004836
FICD,1.04692040678867e-05,0.000203658034826509
KIF18B,1.05356121029576e-05,0.00020491104321724
ENSGALG00000036783,1.05947466531031e-05,0.000206022138974371
SH3D19,1.08458886582952e-05,0.000210825894656585
SCRN2,1.08448702791364e-05,0.000210825894656585
GTPBP8,1.09149563923827e-05,0.000212128287425259
ENSGALG00000054249,1.0924806324919e-05,0.000212279528120723
HOPX,1.09367354721446e-05,0.000212471105073097
ENSGALG00000006838,1.09839467794526e-05,0.000213347916502307
PNMT,1.10704401433681e-05,0.000214987251251432
RDH5,1.10896963365636e-05,0.000215320471208551
SLC35A1,1.11394405331033e-05,0.0002162454163126
ENSGALG00000002561,1.11798054549528e-05,0.000216987970045642
PAOX,1.11988351025882e-05,0.000217316226649557
TGFBI,1.12027384044922e-05,0.000217350884086257
EPHA5,1.1433959377305e-05,0.000221795018199409
ARRDC2,1.16599784508731e-05,0.000226136586106641
ENSGALG00000016441,1.17671028482258e-05,0.000228171075818926
SPTLC2,1.17868941433841e-05,0.00022851167644818
INPP5K,1.18068416183892e-05,0.000228855175727651
RILP,1.182173378389e-05,0.000229100575391073
IPP,1.18593726183835e-05,0.000229786620755894
ENSGALG00000053046,1.19521919244026e-05,0.000231541379520964
CNTRL,1.20894453012887e-05,0.00023415610359763
TWIST2,1.22190071218942e-05,0.000236620894297157
CREBL2,1.23422892455149e-05,0.000238941094010312
RHOBTB1,1.23434765757491e-05,0.000238941094010312
CD164L2,1.24363019362583e-05,0.00024069258981333
ENSGALG00000004231,1.25112614492995e-05,0.000242097714287173
MKNK1,1.26329443109752e-05,0.000244406253471442
PTPRK,1.27115754345875e-05,0.000245881168941852
MCM10,1.27990346809881e-05,0.000247526259696716
OXLD1,1.28943536576998e-05,0.000249322704925816
ENSGALG00000026301,1.29113822420202e-05,0.000249604950871483
ESCO2,1.29501678336474e-05,0.00025030762135359
ENSGALG00000037156,1.30377063675136e-05,0.000251952172263424
TMCO3,1.30709379069227e-05,0.000252546825230272
ENSGALG00000014719,1.31743649054439e-05,0.000254497262999131
CRKL,1.32529477842036e-05,0.000255967128074408
RPAIN,1.32831593013805e-05,0.000256502372531996
FLT1,1.34525248203232e-05,0.000259724021886984
ITFG2,1.34714834187921e-05,0.000260041142593419
SCX,1.35605308371201e-05,0.000261710819904327
ENSGALG00000012766,1.37192164200162e-05,0.000264723595334318
ENSGALG00000016127,1.37711030844256e-05,0.000265674852434024
MMAB,1.39575260339475e-05,0.00026922076505986
ENHO,1.41121163848013e-05,0.000272151455321463
MSANTD3,1.42026929516037e-05,0.000273846773913981
ENSGALG00000007381,1.42260613322787e-05,0.000274245836075547
ENSGALG00000052541,1.43383309876288e-05,0.000276358239287717
STK11,1.43724653263178e-05,0.000276964145221876
MPZL2,1.44388989669064e-05,0.000278139926144007
USP49,1.44381353960332e-05,0.000278139926144007
EEF2KMT,1.4453660956204e-05,0.000278372052633018
SHLD2,1.45053378923787e-05,0.000279270731299538
FAM169B,1.45057632593426e-05,0.000279270731299538
ZNF638,1.4574472932849e-05,0.000280540942717628
ANKRD40,1.45991740529983e-05,0.000280963725356612
R3HCC1,1.46309928403809e-05,0.000281523304609365
IFT22,1.46635200308776e-05,0.000282096302359911
GTPBP3,1.46682330475212e-05,0.000282134097508253
CARS,1.46925069901549e-05,0.000282548049934562
ENSGALG00000050805,1.48145937246547e-05,0.000284842509131255
USP45,1.49201307838576e-05,0.000286817965374826
ENSGALG00000025773,1.49729560224854e-05,0.000287779562988732
GTF2H1,1.49851094339848e-05,0.00028795923617454
ENSGALG00000042733,1.50217765451099e-05,0.000288609817982112
UBOX5,1.50284469021544e-05,0.000288683943655143
DHDDS,1.5170542419729e-05,0.000291358959393874
ASCC3,1.53148632267008e-05,0.000294075704342004
ENSGALG00000046843,1.53587640085995e-05,0.000294863530381313
IRF8,1.53784506087273e-05,0.000295186275432908
TTC32,1.54104307819036e-05,0.00029574482836361
GTF3C3,1.54313901360448e-05,0.000296091709159495
PNISR,1.5448037238297e-05,0.000296355733900308
NPB,1.55054219515005e-05,0.000297401025832593
MAP1LC3C,1.55410563493774e-05,0.000298028824241309
BRCA2,1.558645957489e-05,0.000298843688686543
SLC35F4,1.56423930086635e-05,0.000299860109813822
TIMP3,1.56604390166848e-05,0.000300149996102656
STRA6,1.60516047869042e-05,0.000307589700762172
ENSGALG00000052336,1.61650791513646e-05,0.000309706345703632
SLN,1.62017562941319e-05,0.000310351119220033
ENSGALG00000039269,1.62686345778207e-05,0.000311574059146074
MAPK14,1.64104201744175e-05,0.000314230887059863
ENSGALG00000054974,1.64293982825026e-05,0.000314535613614812
GLB1L,1.64882102282604e-05,0.000315602690506335
TNNI2,1.65575613877422e-05,0.000316871064201057
PDGFA,1.65610852562725e-05,0.000316879427180949
MYD88,1.66063470832256e-05,0.00031768625135895
BBS5,1.6613287801448e-05,0.00031775981289467
ENSGALG00000015822,1.66674491273167e-05,0.000318736360104816
ENSGALG00000038810,1.66844240155894e-05,0.000319001549192849
RAPGEF1,1.6762858334296e-05,0.00032044150791478
ENSGALG00000037493,1.68578125847585e-05,0.000322196669326471
CHTF18,1.70183348366937e-05,0.000325204119153611
FAM168A,1.71649466320645e-05,0.000327944683450882
RWDD2A,1.72064897011603e-05,0.000328677212052299
MEIS1,1.72497973247587e-05,0.000329443168215715
ABCG1,1.75641197039944e-05,0.000335383819175417
EMP2,1.75684443721735e-05,0.000335404008825618
KHDRBS2,1.77362519089286e-05,0.000338544707079939
RSPO3,1.77507157965717e-05,0.000338757800246253
ENSGALG00000005938,1.77652176667209e-05,0.000338971538925907
NAV1,1.80007044243702e-05,0.000343400945363768
ENSGALG00000035244,1.80341491841096e-05,0.000343975049844302
BBS2,1.81830970533703e-05,0.000346751584838032
CGN,1.82419955407909e-05,0.000347810166046701
SLC25A34,1.83783974181395e-05,0.000350345794490009
PRELID3A,1.85949607174329e-05,0.000354408307879083
SFRP4,1.8815692880203e-05,0.000358548754180486
FAM189A2,1.8830370872136e-05,0.000358761857875879
NUDT12,1.88875173108283e-05,0.000359783853889345
DHRS7B,1.89321616148597e-05,0.000360567364658485
ENSGALG00000007127,1.89425553467348e-05,0.000360698395743383
ENSGALG00000049587,1.91373757040258e-05,0.000364340522813886
SMIM18,1.92803896146287e-05,0.000366995182385021
FBF1,1.93787444540128e-05,0.00036879894612256
ATG7,1.94064670597793e-05,0.000369258080790855
ENSGALG00000046322,1.94416056520375e-05,0.000369858127399873
NELL2,1.95630899381127e-05,0.0003721002922991
FIG4,1.96980309788986e-05,0.000374597533617153
CLUH,1.97457384203403e-05,0.000375435235418
B3GALNT1,1.97693967223245e-05,0.000375815453764167
ACP6,1.98182136579295e-05,0.000376673707398809
LLGL1,1.98867778018474e-05,0.000377906897949186
ENSGALG00000035814,1.99902656461415e-05,0.000379803161558299
ORC3,2.00731633108742e-05,0.000381307594589193
SMCHD1,2.00895275614954e-05,0.000381547843379468
BLVRA,2.01687761252067e-05,0.000382982104825322
SCAMP1,2.03500809898838e-05,0.000386353410345608
TANGO6,2.06340058167553e-05,0.000391671384723572
NEURL2,2.06682264007885e-05,0.000392248423210735
