,combinedPval,adjustedPval
RP2,4.10971886694558e-22,2.53990492047941e-20
HERPUD2,4.1157476582599e-22,2.5421003944293e-20
UBE2J2,4.1416504160453e-22,2.55656104478512e-20
HYOU1,4.15520142342604e-22,2.56338439891809e-20
DES,4.21782316255361e-22,2.60045358968079e-20
NFYB,4.34020442336674e-22,2.67421716664165e-20
ALAS2,4.34267465910566e-22,2.67421716664165e-20
TMED10,4.4677238838769e-22,2.74957301095365e-20
ACBD7,4.51054572470688e-22,2.77426364515518e-20
SPG21,4.54054625075141e-22,2.79104353294702e-20
SERPINE2,4.58084272082404e-22,2.81412839783587e-20
CEP170P1,4.84474828403816e-22,2.9744722541098e-20
CDK6,4.89020053565565e-22,3.00058342299183e-20
QDPR,4.94206158841923e-22,3.03059342985036e-20
CHCHD5,5.02018387382359e-22,3.07666202174694e-20
SLC25A14,5.28749992175712e-22,3.23855545003036e-20
GPATCH11,5.30043600226891e-22,3.24454282102059e-20
SRP68,5.34520129598558e-22,3.26999498232508e-20
KLHDC2,5.35301157636854e-22,3.27282259021424e-20
ENSGALG00000050984,5.50019803751714e-22,3.36081047978577e-20
CAT,5.52985463805521e-22,3.37692161198038e-20
SCCPDH,5.5614738463691e-22,3.39421138207716e-20
NME3,5.62124804580622e-22,3.42865360922729e-20
SMIM8,5.65289272877878e-22,3.44590765436239e-20
FAHD2A,5.72208796037187e-22,3.48601781362172e-20
DDX24,5.76521159277067e-22,3.5081257011984e-20
CRLF3,5.7651583767564e-22,3.5081257011984e-20
DSN1,5.86123753868937e-22,3.56444450734548e-20
ENSGALG00000032644,6.13793718357993e-22,3.73050621308759e-20
SEH1L,6.1484369775714e-22,3.73467658586857e-20
CCDC12,6.38214021364862e-22,3.87433983056396e-20
UBA3,6.80157750550569e-22,4.12652300224743e-20
DGCR6,6.81981747586945e-22,4.13514526888462e-20
NUP85,6.90924822287296e-22,4.18689786848814e-20
MYL6,7.02551577475988e-22,4.25484249845163e-20
KIF20A,7.46545185729706e-22,4.51861384800784e-20
RNF122,7.62388743313146e-22,4.611790928449e-20
RPA1,7.79596675058666e-22,4.71310667989775e-20
DDX27,7.88172141459733e-22,4.76214570514389e-20
GTSE1,7.89572764585171e-22,4.76780204700556e-20
FBXO45,8.27765804353524e-22,4.99549059305237e-20
TMEM115,8.38794390346105e-22,5.05907292073058e-20
THUMPD3,8.41565761580992e-22,5.07280756692254e-20
NARS,8.42236049579629e-22,5.07386857197613e-20
BCAP29,8.54159002464633e-22,5.14267781456993e-20
ENSGALG00000009959,8.55900218906022e-22,5.14712356186291e-20
CRLS1,8.55569772010327e-22,5.14712356186291e-20
CNOT8,8.62192053980451e-22,5.18192505279717e-20
C15H12orf49,8.72378544598521e-22,5.24007968081637e-20
RARRES2,8.92019881693677e-22,5.35492511051007e-20
MANF,9.02109759214473e-22,5.41233100717358e-20
SDC2,9.08656120236753e-22,5.44842244661696e-20
NUDCD2,9.12673708508318e-22,5.46931774307137e-20
TARDBP,9.2916883004027e-22,5.5649182986872e-20
ENSGALG00000034083,9.30816922326078e-22,5.57153834138788e-20
APIP,9.38480763280138e-22,5.61413781209834e-20
YIPF2,9.5476691450243e-22,5.70823762158008e-20
SAP30,9.56918073867946e-22,5.71776860412904e-20
PPWD1,9.81484734139857e-22,5.86114748937233e-20
PPCS,9.90084848702016e-22,5.90906742297281e-20
PIGX,1.00747651683876e-21,6.00937131205575e-20
TMEM11,1.01391591438031e-21,6.04426880530776e-20
ENSGALG00000007195,1.0292732529288e-21,6.13225756212821e-20
JUP,1.0342626546917e-21,6.15840944221797e-20
ENSGALG00000003074,1.03575000581845e-21,6.16369049335394e-20
TBCD,1.07027663440953e-21,6.36546640817885e-20
CYB5A,1.09860390154533e-21,6.53015932058209e-20
ARPC5L,1.10057823354836e-21,6.53810903497484e-20
GSTM2,1.11736779481816e-21,6.63401018966655e-20
ZNF423,1.1207029030904e-21,6.64996518353963e-20
NDC80,1.15626738814892e-21,6.85703216448991e-20
NDE1,1.15982347570174e-21,6.87414968956889e-20
RARS,1.16551941815438e-21,6.9039228326332e-20
CAPN11,1.16752390211681e-21,6.91180799078889e-20
MTFR2,1.17210364397704e-21,6.93492094570882e-20
ALG12,1.18482936694515e-21,7.00617638649323e-20
CAB39,1.21659311317489e-21,7.1898613083189e-20
RBM17,1.24705247485278e-21,7.36563059648213e-20
PPIF,1.27917476729787e-21,7.55101407417132e-20
UBE2E3,1.31284502795901e-21,7.74531692719201e-20
RRAD,1.33827622895967e-21,7.89081698086023e-20
IMP4,1.35632741134436e-21,7.99266049813955e-20
GPS1,1.3688137332135e-21,8.0616129724339e-20
PNO1,1.37485803836477e-21,8.09256794301403e-20
LARP4,1.48721339912858e-21,8.74888757911617e-20
MTAP,1.55085620324983e-21,9.11805630849685e-20
LIPA,1.57075460876545e-21,9.22976015099802e-20
ANXA11,1.57375630960087e-21,9.2421078831614e-20
TXLNA,1.58502545525135e-21,9.30296548202864e-20
GNS,1.62169900278674e-21,9.51277399066296e-20
GCN1,1.67389770343384e-21,9.81336031759603e-20
TNIP1,1.72414582344912e-21,1.01021746002233e-19
ADNP,1.75857677779452e-21,1.02980357596713e-19
KIF23,1.80439096720037e-21,1.05602945798877e-19
SPRYD7,1.84322194018356e-21,1.07814081698369e-19
CPPED1,1.85045474501117e-21,1.08175505803252e-19
LANCL1,1.85851898917327e-21,1.08584951890038e-19
HDAC1,1.85957430362551e-21,1.08584951890038e-19
USO1,1.88444137854114e-21,1.09974442778319e-19
KIAA1143,1.94661296964796e-21,1.13538178494134e-19
PRPF6,1.95278683124662e-21,1.13833597062089e-19
ANAPC13,1.95743989795584e-21,1.14040079084889e-19
NDUFAF4,2.00313648419241e-21,1.16636158253555e-19
ZFAND5,2.12371985748138e-21,1.23587237516901e-19
THAP5,2.17353457216244e-21,1.26414479385572e-19
GTPBP10,2.22788865096887e-21,1.29502382883131e-19
TLN1,2.24396006111613e-21,1.30289026749913e-19
USB1,2.24326345432794e-21,1.30289026749913e-19
PFKL,2.25085416788174e-21,1.30615435536932e-19
SLC25A12,2.27110224378793e-21,1.31715958839766e-19
ENSGALG00000013765,2.28214366048813e-21,1.32281586894484e-19
FNBP1L,2.30078923178042e-21,1.33287093060703e-19
ENSGALG00000028009,2.31103227324413e-21,1.33804972309889e-19
CENPW,2.34309368562542e-21,1.35584803449425e-19
TTC27,2.38426061014894e-21,1.37889229319291e-19
PPP3R1,2.39447516929786e-21,1.38401996185878e-19
VPS8,2.43436196015385e-21,1.40628292278609e-19
SYS1,2.43953403755853e-21,1.40847811425182e-19
ENSGALG00000041973,2.44687290215995e-21,1.41192114087312e-19
HTD2,2.51193408592505e-21,1.4486491454757e-19
ENSGALG00000041996,2.52484318113547e-21,1.45527633583013e-19
DPYSL2,2.54451880453639e-21,1.46579401052224e-19
LYRM2,2.59788847828644e-21,1.49569877635254e-19
ZSWIM7,2.62396066529836e-21,1.5098626713514e-19
ANAPC15,2.70524778815403e-21,1.55576432272259e-19
CDH5,2.70829163100923e-21,1.55664274134184e-19
PMVK,2.73026525784731e-21,1.56839434596477e-19
CYBA,2.82610105435911e-21,1.62253902189508e-19
PLRG1,2.88713018510716e-21,1.65665091411149e-19
TRAPPC4,2.953091336806e-21,1.69355313175937e-19
SLC30A4,3.10898974930679e-21,1.78196299885465e-19
SAT1,3.12260244761805e-21,1.78865139752511e-19
RAB5A,3.12414381735555e-21,1.78865139752511e-19
USP15,3.14082867185829e-21,1.79620032916437e-19
CRIPT,3.13923489238172e-21,1.79620032916437e-19
TST,3.15755874570479e-21,1.80375828898532e-19
CHTF8,3.15747661970636e-21,1.80375828898532e-19
SFXN1,3.23054193552848e-21,1.84442361173858e-19
WSB1,3.27265448576429e-21,1.86742845010556e-19
C9orf64,3.43566404562969e-21,1.95935514941359e-19
MATR3,3.56107235256401e-21,2.02974772119057e-19
PIGK,3.62450111198583e-21,2.06475453372978e-19
VPS16,3.70569553875232e-21,2.10983739550947e-19
CFC1,3.73398149643407e-21,2.12476354268141e-19
TERF2IP,3.81569139974696e-21,2.17005636649217e-19
EFR3A,3.92681020675122e-21,2.23201517471967e-19
EMG1,4.04314895570281e-21,2.29687080115319e-19
GET4,4.10072931653735e-21,2.32829311888395e-19
ORMDL2,4.19332308723907e-21,2.3795494591296e-19
ZNF326,4.33767600989722e-21,2.46010426190875e-19
QARS,4.35855014902936e-21,2.47057802787632e-19
THYN1,4.48679316170313e-21,2.54186706302983e-19
CHCHD10,4.54738653643984e-21,2.57477358651802e-19
KRR1,4.55712132899583e-21,2.57886309019961e-19
WDR36,4.61059399928598e-21,2.60768560162945e-19
RNPS1,4.64734455170972e-21,2.62702378907e-19
PLPP1,4.69994870990097e-21,2.65529739225205e-19
NSMCE2,4.73891214801135e-21,2.67583762744018e-19
TIAL1,4.81262414608941e-21,2.71596534610357e-19
TTYH2,4.95457825315739e-21,2.7945396879083e-19
ISCA2,5.09104489687012e-21,2.86993432754061e-19
SIRT6,5.12893310095804e-21,2.8897058655143e-19
SNX2,5.13841733198687e-21,2.89346133260248e-19
SQSTM1,5.15007036071541e-21,2.89843327011171e-19
CSTF2,5.19781958199859e-21,2.9237033801848e-19
TWNK,5.30008331307472e-21,2.97959269552878e-19
RNASEH1,5.33208473419247e-21,2.99456292897685e-19
MTHFS,5.3325465791096e-21,2.99456292897685e-19
NUP107,5.36896627883537e-21,3.01336644906386e-19
TBC1D7,5.53047785209603e-21,3.10231966259902e-19
LPCAT3,5.83769593230977e-21,3.27286508891857e-19
RMND1,5.94988810724278e-21,3.33394404730788e-19
GOLT1B,5.97202134699901e-21,3.34452051477162e-19
SCAMP4,6.03123212525311e-21,3.37583871868491e-19
AGPAT5,6.08063513524312e-21,3.40163611496818e-19
POLE2,6.09243440463873e-21,3.40638053807172e-19
ENSGALG00000049348,6.10206290129923e-21,3.40990674164503e-19
GBF1,6.32137568967363e-21,3.53053948213338e-19
DPH5,6.33069806817829e-21,3.53382345991417e-19
CENPP,6.39024891612205e-21,3.5651263824405e-19
UCK1,6.50687975459026e-21,3.62822298575901e-19
CTCFL,6.75397640059478e-21,3.76395905684863e-19
MRPS5,6.78385552474511e-21,3.77855921613141e-19
MRPL37,6.85128150578978e-21,3.81404553071477e-19
ENSGALG00000005257,6.92611134557243e-21,3.85361280399041e-19
Wpkci-7,6.945540882776e-21,3.86232978288047e-19
CLPTM1L,7.22333703628486e-21,4.01463402941537e-19
RAP1GDS1,7.2591934255363e-21,4.03237932573645e-19
FAF2,7.5636317432797e-21,4.19921820322071e-19
AKR1A1,7.63713406868597e-21,4.23773371821203e-19
DUSP26,7.68139824035578e-21,4.25999255938469e-19
ARHGDIB,8.05543007655296e-21,4.46501299879545e-19
NTAN1,8.24855158680466e-21,4.56959018809406e-19
EIF2A,8.35231660462279e-21,4.62457893173604e-19
FN3KRP,8.39997327241934e-21,4.64845860589361e-19
GABARAPL1,8.64986149324172e-21,4.78416510622153e-19
COMMD10,8.77090267387129e-21,4.84849961955291e-19
ENSGALG00000016251,8.82588177435323e-21,4.87626583557222e-19
TMEM263,9.1809550508081e-21,5.06971387262428e-19
PSMC3IP,9.19495624946665e-21,5.07471551071413e-19
PPP4R2,9.31464840920162e-21,5.13801149126721e-19
ILKAP,9.34220319870687e-21,5.1504432976991e-19
POLDIP2,9.64226669764656e-21,5.31301769560448e-19
EDNRA,1.00780028045622e-20,5.55013497006811e-19
ENSGALG00000037807,1.02143681991127e-20,5.62221760137554e-19
HSPA2,1.04214655306054e-20,5.73313455582745e-19
PCBD1,1.06988678459828e-20,5.88258867945808e-19
BORCS8,1.13481663808839e-20,6.23625407005813e-19
NUP188,1.13861714450929e-20,6.25379146106184e-19
VCAN,1.14969530502425e-20,6.31126083116284e-19
SRP54,1.21716136325912e-20,6.67804510683583e-19
NELFE,1.22517652376988e-20,6.71843004983041e-19
CWC27,1.28109688047852e-20,7.02132658557688e-19
CPSF4,1.28620078021419e-20,7.04553797154702e-19
DECR2,1.32318061348325e-20,7.24424008177778e-19
WASL,1.34716096065579e-20,7.37159781430647e-19
FASN,1.35488077359111e-20,7.4098904119907e-19
RAB18,1.37826206832895e-20,7.53374981335374e-19
MARC1,1.38908283885117e-20,7.58885654990214e-19
SLC35B1,1.45890124003962e-20,7.96604988790006e-19
SIRT2,1.46408292411748e-20,7.99009342843123e-19
INTS10,1.46694327754058e-20,8.00144970782616e-19
TRIB2,1.50451557968218e-20,8.20202987900047e-19
MACF1,1.51351006580213e-20,8.24668474992011e-19
CENPT,1.52952889233383e-20,8.32954556516882e-19
AAMP,1.53457106596328e-20,8.35257328333917e-19
ENSGALG00000039186,1.58852303242652e-20,8.6416484273884e-19
ZNF622,1.60456550162566e-20,8.72429693056763e-19
RAB11A,1.61882319350226e-20,8.79715892648996e-19
LACTB2,1.65258357186437e-20,8.97587104910173e-19
AGFG1,1.69733417322784e-20,9.21405507939268e-19
MYH15,1.73647895423604e-20,9.42157196527703e-19
PRORSD1P,1.7580765063271e-20,9.5337143215068e-19
THOP1,1.75936124666488e-20,9.53564390537293e-19
DCAF12,1.76150073684816e-20,9.54220170651276e-19
MLX,1.77956441829367e-20,9.63496981303615e-19
NUDT7,1.7898320808008e-20,9.68545293096428e-19
TATDN1,1.79128896992977e-20,9.68822957257443e-19
LNPK,1.82518137089313e-20,9.86633915819618e-19
HIGD1A,1.83737260102238e-20,9.9270135032271e-19
TTLL12,1.88826218804037e-20,1.01965947087591e-18
ASAH1,1.8934627811864e-20,1.02193021029047e-18
ENSGALG00000040182,1.89604748514847e-20,1.02278747056513e-18
TBL2,1.9152836147642e-20,1.03262141392135e-18
GSTO1,1.94475639570285e-20,1.04796120631191e-18
ENSGALG00000034735,1.97215005250213e-20,1.06216512290977e-18
TMEM97,1.9843300094375e-20,1.06816461005623e-18
SLC25A1,1.98849100736783e-20,1.06984346611683e-18
DUSP19,2.00949656551736e-20,1.08057848841222e-18
CHMP1A,2.07058772209772e-20,1.11284645049324e-18
AMD1,2.08255842858498e-20,1.11869445528148e-18
RCSD1,2.1145195769569e-20,1.13526905511415e-18
CEP70,2.12375972465102e-20,1.13963397540917e-18
ABHD17A,2.12640100349556e-20,1.140455155554e-18
CREB3,2.15582931823943e-20,1.15563469838913e-18
RACGAP1,2.17174805820206e-20,1.16356035329365e-18
LAS1L,2.17815399500184e-20,1.16638371082998e-18
ENSGALG00000047636,2.25522808057317e-20,1.20702661193349e-18
CBR1,2.31984135239766e-20,1.24096144473692e-18
GLB1,2.32886717112599e-20,1.24514081105653e-18
TMEM18,2.36270290810933e-20,1.26257367140746e-18
PACSIN3,2.36982403079691e-20,1.2657201482444e-18
MRPL44,2.37665627538164e-20,1.26870914340295e-18
EGFL7,2.42242523495254e-20,1.29246946635506e-18
STRBP,2.49576559726626e-20,1.3309080067301e-18
BMS1,2.60341779095365e-20,1.38759447929009e-18
TMEM208,2.68003775657526e-20,1.42769084785254e-18
CHMP5,2.70128428894962e-20,1.43826277697541e-18
C8orf59,2.7102231904681e-20,1.44227410833544e-18
DNAJB6,2.78429857889428e-20,1.48092639731139e-18
AKR1D1,2.82895677369235e-20,1.50390019430586e-18
LSP1,2.87057858774226e-20,1.52523687565065e-18
TGFB2,2.89825529577124e-20,1.53914580072777e-18
PRMT3,2.92856922160206e-20,1.5544401374431e-18
MED9,2.99901055248285e-20,1.59100667696964e-18
CD24,3.06425242543808e-20,1.62477849874329e-18
CRYZL1,3.10938648989646e-20,1.64785906050106e-18
ENSGALG00000053194,3.12463160108711e-20,1.6534191039368e-18
TAF9B,3.12361069825523e-20,1.6534191039368e-18
PPP6R3,3.12470990058441e-20,1.6534191039368e-18
MRPL10,3.13271736628295e-20,1.65680217849587e-18
ATAD1,3.1894508016016e-20,1.68593823305838e-18
ANKRD49,3.1974073486371e-20,1.68927418707478e-18
NANS,3.2776266886424e-20,1.7304978501595e-18
CETN3,3.27880578029859e-20,1.7304978501595e-18
FAM161A,3.29806272797899e-20,1.7397668575092e-18
RAB35,3.45969543805823e-20,1.82409265714621e-18
SURF6,3.6949680874096e-20,1.94713793069663e-18
PITX2,3.69989138846654e-20,1.94773263794999e-18
ENSGALG00000055069,3.69967624248423e-20,1.94773263794999e-18
ATP6AP1,3.73648085917461e-20,1.96598622322605e-18
SLC41A3,3.77637236875438e-20,1.9859576162871e-18
RUVBL2,3.80332841706434e-20,1.99910940683334e-18
SCOC,3.89755830243345e-20,2.0475901831335e-18
MVB12A,4.00771919884426e-20,2.10438647077395e-18
PTGR1,4.03624441548553e-20,2.11828106627846e-18
PRCC,4.0634827158319e-20,2.13148641420513e-18
SEPT6,4.0810747953877e-20,2.13962096453788e-18
COPB1,4.0847076198867e-20,2.1404324045467e-18
SRL,4.17860230171458e-20,2.18851710595581e-18
KPNA3,4.23563538544713e-20,2.21725657738826e-18
ZFAND2A,4.26401395939974e-20,2.23097442877775e-18
NIF3L1,4.27075340323515e-20,2.23336226368623e-18
C1orf50,4.35080503675337e-20,2.27406627158138e-18
SCO1,4.47608316226415e-20,2.33835567335556e-18
DR1,4.55417812196234e-20,2.37794320047201e-18
IFT122,4.58352908792945e-20,2.39205196256424e-18
SNAPC1,4.66126052524894e-20,2.43138235511076e-18
RRP12,5.28941234861204e-20,2.75763438946207e-18
ENSGALG00000002315,5.41308522202395e-20,2.82067868097974e-18
USP8,5.43774169480457e-20,2.83208919569034e-18
SKA3,5.68631895318991e-20,2.96005161020576e-18
ADCYAP1,5.69238316288693e-20,2.96170649582477e-18
FAM3C,5.71440870366139e-20,2.97166006488689e-18
MARCH5,5.87917860983369e-20,3.05579722402461e-18
RBM39,6.13620945008218e-20,3.18777905365963e-18
EIF4B,6.34021279779928e-20,3.29209336019697e-18
CD276,6.36474016568089e-20,3.30315816239449e-18
STX8,6.48813511346944e-20,3.3654959235557e-18
STRADA,6.51918542484579e-20,3.37989431988792e-18
UBXN2A,6.6229142473617e-20,3.431939585275e-18
STT3A,6.64952646374405e-20,3.44399130498815e-18
PSMD10,6.90219136597975e-20,3.57305136577856e-18
SNX11,7.01979386840589e-20,3.63209893209949e-18
GTF2B,7.04385997512258e-20,3.64271488732301e-18
UBAC2,7.41593252197623e-20,3.83320020793801e-18
MSRA,7.43921372011086e-20,3.84329876428168e-18
PDIA5,7.51574959124471e-20,3.88088612432096e-18
KIDINS220,7.75283182175371e-20,4.0012948739466e-18
MRPS17,7.80119350491492e-20,4.02423145916994e-18
RAB8A,7.81088226180517e-20,4.02720566532326e-18
PSMG1,7.83570540224302e-20,4.03636730949708e-18
SH3GL1,7.83651557627651e-20,4.03636730949708e-18
FMR1,8.23585223072273e-20,4.23992690498037e-18
HDAC3,8.64208771450423e-20,4.44683226007044e-18
NOB1,8.65235669698694e-20,4.44988570054996e-18
PSPC1,8.68465660898857e-20,4.46272236843587e-18
EXFABP,8.68601101669134e-20,4.46272236843587e-18
PLPBP,8.71375383229767e-20,4.4747365398282e-18
LMO4,8.79758265287671e-20,4.51552590123279e-18
IMMP1L,9.06076243195651e-20,4.64828376494273e-18
NUBP1,9.11535742486188e-20,4.67395586496422e-18
ARFGAP2,9.31920687799e-20,4.77609527015077e-18
DTYMK,9.52772607741761e-20,4.88052479142172e-18
TIPIN,9.77828474718408e-20,5.00637388850777e-18
UMPS,9.99315820516269e-20,5.11383618615453e-18
CTTN,1.00811698067847e-19,5.1563042510906e-18
KRT18,1.02398044746972e-19,5.23483422652105e-18
IVD,1.03272244107147e-19,5.27689746252601e-18
USP12-like,1.06807656797744e-19,5.45483109717114e-18
SLC16A1,1.07629937130824e-19,5.49409283734425e-18
MTO1,1.0859821070779e-19,5.54076423753495e-18
XIRP1,1.09831261883452e-19,5.60089171350983e-18
GTPBP4,1.0990448414011e-19,5.6018428804723e-18
ENSGALG00000027056,1.11701230181531e-19,5.69059769112453e-18
PRPF38A,1.13868484466681e-19,5.79813055976339e-18
YIPF5,1.14744908547841e-19,5.83986091218578e-18
COX11,1.15552668719115e-19,5.87805703709583e-18
MRPL39,1.17454802263952e-19,5.97185751044375e-18
CROT,1.17945443262469e-19,5.99383488633229e-18
ENSGALG00000049239,1.18637063185316e-19,6.02599894853468e-18
RRP9,1.19910355137369e-19,6.08766177867075e-18
UTP6,1.20140204821234e-19,6.09631589573845e-18
IDH3B,1.2054324809017e-19,6.11374554108963e-18
TMEM9B,1.22727104810545e-19,6.22143315500754e-18
MTHFD1,1.24809018902438e-19,6.32384921307633e-18
GCAT,1.2549310785896e-19,6.3553738668343e-18
OAT,1.28372518880468e-19,6.49799076687761e-18
GPC4,1.28833051686278e-19,6.5180880788648e-18
CCNG2,1.31830723157362e-19,6.66646455282411e-18
FEZ1,1.34202451124529e-19,6.78305755834815e-18
MRPS28,1.3514096294844e-19,6.8271317393465e-18
NUDT14,1.40430476267559e-19,7.09086092997644e-18
RPP25L,1.4134881811966e-19,7.13372248770346e-18
DPAGT1,1.46452930821889e-19,7.38768945491327e-18
PIK3C3,1.49043839324241e-19,7.5146928347769e-18
PWP1,1.49608168136479e-19,7.53944285791989e-18
GTF2A1,1.51106645547539e-19,7.61122153254449e-18
ENSGALG00000006873,1.51265458808378e-19,7.61376437712922e-18
FASTKD2,1.51368700185282e-19,7.61376437712922e-18
S100A1,1.51379637037429e-19,7.61376437712922e-18
ENSGALG00000047209,1.52310502121569e-19,7.6568314986622e-18
MAPK6,1.53498662927255e-19,7.71278469267858e-18
GPBP1L1,1.55552149397713e-19,7.81214153176836e-18
DPYSL3,1.57006619717524e-19,7.88133211642224e-18
PHAX,1.60271496014165e-19,8.04128841431278e-18
RCAN3,1.60462060835435e-19,8.04691660789126e-18
DAG1,1.63400808126109e-19,8.19028898255602e-18
YIPF4,1.63827698677808e-19,8.20767875464063e-18
XRN2,1.6543590113183e-19,8.2842057762177e-18
ASNS,1.66732391510439e-19,8.34505679623608e-18
GNPNAT1,1.75617379779492e-19,8.78547231329283e-18
SMCO4,1.77239942051715e-19,8.86029050436047e-18
FAM89A,1.77285584267938e-19,8.86029050436047e-18
ITGA1,1.86590060270784e-19,9.3207671038641e-18
HDHD2,2.0178301885934e-19,1.00748011386345e-17
PPP1R8,2.06379224354427e-19,1.02992751790353e-17
SLC35E3,2.06537162744402e-19,1.03021486964042e-17
SEC62,2.10259289681185e-19,1.04827160975483e-17
AIP,2.1052858979359e-19,1.04910471462948e-17
ORC4,2.12243949521916e-19,1.05713950967595e-17
DYNC1I2,2.15242752720067e-19,1.07155595541743e-17
USP28,2.1740920881736e-19,1.08181670986756e-17
IP6K2,2.20109168849207e-19,1.09472092286635e-17
C9H21orf2,2.23482776137929e-19,1.11096142439316e-17
PYGB,2.26958004745947e-19,1.12769113227461e-17
HSCB,2.37697519909661e-19,1.18048140785513e-17
MIPEP,2.43962974877846e-19,1.21101176901937e-17
COMMD8,2.45748025918049e-19,1.21928301756865e-17
RAD51,2.49724687599672e-19,1.23781675599992e-17
SMG6,2.49717611362999e-19,1.23781675599992e-17
SUPT5H,2.50955697449208e-19,1.24331818727195e-17
SCAF11,2.52894637441559e-19,1.2523199408704e-17
HPRT1,2.55144798516888e-19,1.26285342001604e-17
USP19,2.55809310002263e-19,1.26553226756385e-17
NPC2,2.57175747313884e-19,1.27167940835175e-17
MAD2L2,2.58412628585369e-19,1.27718031124699e-17
PCMT1,2.65712554123864e-19,1.31262752982024e-17
PPP1R2,2.77166597481618e-19,1.36855223677908e-17
DESI1,2.77426086279812e-19,1.36917492839366e-17
MTIF3,2.80412633324902e-19,1.3832493453312e-17
SLBP,2.82117094580224e-19,1.39098887031049e-17
ZCRB1,2.83007121398798e-19,1.39470729254806e-17
WDR92,2.83562296563754e-19,1.39677273211085e-17
AK6,2.84471328608036e-19,1.40057838462845e-17
RGN,2.85140579979363e-19,1.40320040784113e-17
SDF2L1,2.86435047242189e-19,1.40889518327275e-17
EMC1,2.91359635378701e-19,1.43243151815326e-17
TRIM63,2.92068477600014e-19,1.43522907792267e-17
ENSGALG00000035476,2.95263056430581e-19,1.45023306479714e-17
ENSGALG00000034013,2.95622897580418e-19,1.45130607896666e-17
ENSGALG00000007350,2.96330762196976e-19,1.45408580760643e-17
TBL3,2.99460640347647e-19,1.46874194657126e-17
DCUN1D1,3.00138103793304e-19,1.47136165856411e-17
AGO1,3.06490403200964e-19,1.5017852374188e-17
CLIC4,3.06894436649836e-19,1.50304753281159e-17
TGFB3,3.18368785984943e-19,1.55850079667086e-17
PHLDA2,3.20439943652459e-19,1.56789198690601e-17
BABAM2,3.24138740705441e-19,1.58523436931901e-17
SAV1,3.27201186395087e-19,1.59944957433765e-17
GRAMD2A,3.30371782741858e-19,1.61417966609951e-17
WIPI2,3.34070896771779e-19,1.63147682446965e-17
B4GALT2,3.36125999081733e-19,1.64073261465471e-17
ARF6,3.44321238283504e-19,1.67993722575084e-17
SDAD1,3.45396079054728e-19,1.68438079363104e-17
PRKAR1B,3.55283166041961e-19,1.73177410411253e-17
LYSMD2,3.57280307614572e-19,1.74068233408786e-17
GATAD2A,3.7332625630545e-19,1.81799592915249e-17
ENSGALG00000024379,3.75282120828219e-19,1.82665391596266e-17
DERL2,3.77822707401055e-19,1.83814843231517e-17
LYRM7,3.78342827539742e-19,1.83980692676676e-17
IFT43,3.80159884266881e-19,1.84776761265184e-17
MRPL45,3.89464259488503e-19,1.89209566190804e-17
RNF207,3.92225421745779e-19,1.90460856668661e-17
SMAP1,4.01845427535678e-19,1.9503997697377e-17
COX16,4.06662347926741e-19,1.97284642023758e-17
EXOC7,4.17921480718595e-19,2.02651029179898e-17
PDE6D,4.18986925365926e-19,2.03071741292799e-17
OSBPL9,4.19461764304248e-19,2.03205940638465e-17
PSMB6,4.26675971258076e-19,2.06603323061223e-17
SGCB,4.31852142802257e-19,2.09011117882078e-17
PLEKHJ1,4.3453740529229e-19,2.10211642167051e-17
PAK1IP1,4.50075771344632e-19,2.17625918958227e-17
ENSGALG00000047532,4.55331184192438e-19,2.20063421038539e-17
PDLIM7,4.70947418398082e-19,2.27503699842032e-17
RTCA,4.7900867186897e-19,2.31289061229038e-17
ANKRD13A,4.81907703011305e-19,2.32579459069875e-17
PLOD2,4.83512482106958e-19,2.33244302614885e-17
SMC3,4.94281297916854e-19,2.38327136337842e-17
ELK3,5.13590249596182e-19,2.47521053281923e-17
IFT52,5.14294294593452e-19,2.4774405084278e-17
NMB,5.15541855704593e-19,2.48228537091017e-17
ENSGALG00000041419,5.19144025282169e-19,2.49845759297678e-17
TMEM183A,5.40484224806524e-19,2.59994155415091e-17
C3H6ORF203,5.45091877263402e-19,2.62087802069353e-17
CD99,5.55632752893814e-19,2.67030929536219e-17
YEATS4,5.73740870070616e-19,2.75604461215736e-17
FAM177A1,5.81518319844881e-19,2.79209813088385e-17
TMEM138,5.8208088087754e-19,2.79349261612924e-17
PTBP1,5.96619273585433e-19,2.86192654835381e-17
B4GALT3,6.12316080312104e-19,2.93585076118966e-17
MED30,6.23741605067438e-19,2.98923614320683e-17
EIF4EBP3,6.37972295853039e-19,3.05600898252498e-17
CCDC61,6.58670897277423e-19,3.15368760857625e-17
STX2,6.7748213964908e-19,3.24224277879192e-17
SCAMP5,6.82571426053008e-19,3.26355575827531e-17
PLIN4,6.82283987402558e-19,3.26355575827531e-17
THOC1,6.92959105656186e-19,3.3116795523684e-17
CKAP2L,7.01445977634183e-19,3.35067875000111e-17
AUH,7.42473427847723e-19,3.54500974389792e-17
SLC25A17,7.46517931275535e-19,3.56266355598632e-17
HACD1,7.54134725882487e-19,3.59734135243272e-17
FAM45A,7.56854144586445e-19,3.60863653200826e-17
GMNN,7.66608369278612e-19,3.65344719791126e-17
CRELD1,7.73069044311727e-19,3.68252739698499e-17
G3BP2,7.76895494765967e-19,3.69903826701633e-17
BMP5,7.97047430287064e-19,3.79322844430978e-17
