,combinedPval,adjustedPval
KCNIP4,0.000155832510710496,0.00544349411786188
TADA2A,0.000156076428981411,0.00545038469737525
CLPTM1L,0.00015674615224115,0.0054721363585665
PARP1,0.000157515240510664,0.00549734289937681
PRRX2,0.000157606342270578,0.00549887945824809
ENSGALG00000038238,0.000158127480955006,0.00551541459176819
KLHL18,0.000158199469385223,0.00551627837351636
TMEM183A,0.0001582712335646,0.00551713382262887
RAB3GAP1,0.000160063356802631,0.00557794039851253
ENSGALG00000008469,0.000160344398640988,0.00558606774875546
CTH,0.000161416067588682,0.00562172585630671
CHTF8,0.000161740872272276,0.00563135900912849
IFI6,0.000162597945832954,0.00565951299356011
SLC7A3,0.000163811725691798,0.00570006230838403
RPP25L,0.000164177763381401,0.00570600018329973
ACO1,0.000164114828233641,0.00570600018329973
SLC9A9,0.000164099320334898,0.00570600018329973
JMJD8,0.000164170525137175,0.00570600018329973
MDN1,0.000164465329842378,0.00571424384563887
NAGLU,0.000164512793789817,0.00571424384563887
POMK,0.000164696737830594,0.00571893247619348
ANGEL2,0.000165026493787579,0.00572867999097674
ARHGEF39,0.00016544020215703,0.00574133514696117
YARS,0.000166267397488484,0.00576832792152745
TNS1,0.00016681306735189,0.00578554058182162
TEAD4,0.00016739125157339,0.00580214816066438
RHEB,0.000167351963660467,0.00580214816066438
TMLHE,0.000167535173180022,0.00580541412460707
LYVE1,0.000168156929199359,0.00582350409936932
CC2D1B,0.000168146362113153,0.00582350409936932
TRABD2A,0.000168279945107597,0.00582603705150656
PRUNE1,0.000168469275161565,0.00583086369114459
ASNS,0.000168671981113366,0.00583615028537341
TRIM59,0.000168914802378684,0.00584282135120987
YWHAG,0.000169470270256378,0.00586029982016507
MRPS30,0.000169620621090161,0.00586376309956066
ENSGALG00000055087,0.000170128102759737,0.00587956664417961
LZIC,0.00017047368329659,0.00588976724977345
EXOC5,0.000170623087944799,0.00589318606355251
TNFAIP6,0.000171041238667957,0.00590588238852999
SLC30A5,0.000171307574547863,0.0059133307445858
NAT8B,0.00017159320688287,0.00592144059340702
TCF25,0.000171778006481382,0.00592606708351417
GNG10,0.000171846837647038,0.00592669129705162
INTS12,0.000172032505093345,0.00593134342795046
VWC2,0.000172120643353701,0.0059326311905526
TAF1A,0.000172910268178228,0.0059580898056067
ASPHD2,0.000173094019082054,0.00596266254125702
PCCA,0.000173798817731274,0.00598341212280628
ATG10,0.000173788976098099,0.00598341212280628
BLZF1,0.000174629277925331,0.00601023120613012
HSDL1,0.000174953526663857,0.00601961729789343
ENSGALG00000011450,0.000176803221896726,0.00608146836841918
PRPF38A,0.000176928986244773,0.0060840027416554
RAD51B,0.00017728017176688,0.00609428483073427
IFT140,0.000178940966214847,0.00614956749203096
ENSGALG00000031518,0.00017926716632799,0.00615896584157053
STARD3NL,0.000180009925901836,0.00618266591967693
TMEM79,0.000180272934277692,0.00618987925368691
WDR70,0.000180337034346723,0.00619026060900049
COG4,0.000182870042717886,0.00627536474843797
TOMM40L,0.000183890983169954,0.00630854604628692
THEMIS2,0.000184106683047802,0.00631409146642929
SURF6,0.000184283774453009,0.00631830991029932
CLBA1,0.000185267120905941,0.00635016083722531
TMEM135,0.000185845760637293,0.00636812553944281
MED19,0.000185988289506334,0.00637114046588583
BIRC2,0.000186493154229361,0.00638656201784772
HELLS,0.000186611884326782,0.00638875501028313
MAPK1,0.000187057646876987,0.00640213956347561
GTPBP1,0.000188209129143302,0.00643966280368229
BMP3,0.000188871453896566,0.00646043221770518
DEPDC6,0.000189060487640225,0.00646500508103419
JMJD4,0.000189455123466797,0.00647660386235539
SHE,0.000189676990860477,0.00648229142249532
ZMPSTE24,0.000190085526150741,0.0064943532440731
HSPA14,0.000190223029839398,0.00649715080902161
ERO1A,0.000190476013624541,0.0065038898587057
PPAT,0.00019074607894054,0.00651120805590207
BPNT1,0.000190981435097215,0.00651733750968595
ENSGALG00000023472,0.000191645351462544,0.00653808394453645
ENSGALG00000042572,0.000192163201481077,0.00655232464724177
OSBPL9,0.000192174963395964,0.00655232464724177
CEP131,0.000192456875876323,0.00656002185243523
NUDT7,0.000193082372968334,0.00657942246268631
VPS37C,0.000193191541252968,0.00658122260824764
ALDH1A3,0.000193545486108615,0.00659135778054467
C9H21orf2,0.000193732411393865,0.00659580070773113
DLGAP4,0.000193855418336386,0.00659806552026113
ACTL6A,0.000194033819969852,0.00660221387856752
RAB7B,0.000194159057477217,0.00660455137981161
EIF2B4,0.000195871096643208,0.00666084875288652
ITSN1,0.000196083521087687,0.00666613186979512
ITGA3,0.000196817486320056,0.00668913725779201
SCYL2,0.00019694247036639,0.00669143814455917
CSTF2,0.000197266391850581,0.00670049494813484
CCSER2,0.000198237978568994,0.0067315391634153
SINHCAF,0.000198445775560829,0.00673663697194694
ECHDC2,0.000199067095287275,0.00675576559254
ENSGALG00000046854,0.000199432385003306,0.00676602755398875
FAM241A,0.000199543244537304,0.00676602755398875
TRAF3IP1,0.000199517348774103,0.00676602755398875
KIF11,0.000199703306013377,0.00676948983169358
MARCH5,0.000201799074265874,0.00683656380366771
TOP3A,0.000201761578003889,0.00683656380366771
KMT2E,0.00020203083429049,0.00684243092301482
STK3,0.000202099052165505,0.00684275736010268
COLEC12,0.000203212282947285,0.00687845585540835
C1orf112,0.000203971426690486,0.0069021517814229
ARRDC2,0.000204707774381196,0.00692506281455227
CYP46A1,0.000204809581234366,0.0069265009032082
GRIFIN,0.000205034607429933,0.00693210413568524
RIOK3,0.000205436035587869,0.00694366645043902
MORC2,0.000205849668041935,0.00695362299593825
TRAPPC4,0.000205825000130222,0.00695362299593825
WEE1,0.000205932292893118,0.00695440296638175
MST1R,0.000208284005448256,0.00703178819603981
SIRT6,0.000209079519934097,0.00705660574263548
PARP4,0.000209827187185541,0.00707979453506559
ANKRD44,0.000209937218742517,0.00708077336702873
MFF,0.000209977431369746,0.00708077336702873
RNF141,0.000210730527045899,0.00710411811009492
NOL9,0.00021084181377673,0.00710581905140024
PRRC2C,0.000210918045632447,0.00710633792815337
C3orf33,0.000211296116890081,0.00711702327105643
LIPA,0.000212359935505502,0.00715079361621653
IFITM10,0.000212945229819406,0.00716843579762603
ADPRH,0.000213146957349197,0.00717315941588393
MKRN1,0.000214162058390199,0.00720524536449575
LZTFL1,0.000214795398366441,0.00722447260557124
UNC5B,0.000215077181945245,0.00723186786090892
PTPN6,0.00021585341888386,0.00725587983444527
GNG12,0.000217017292794663,0.00729290460129451
NELFCD,0.000217221220873309,0.00729765819916448
CYP2R1,0.000217923486989902,0.00731914617153397
PLCG1,0.000218228396850484,0.00732728007822209
NFIB,0.000218544588906355,0.00733368063513804
SEC24A,0.000218499558696239,0.00733368063513804
FAM104A,0.000219927459049529,0.00737796598500944
ABRAXAS1,0.000220553771487664,0.00739474443300739
FCF1,0.000220554212275403,0.00739474443300739
BMPER,0.000221224286014343,0.00741508234940488
ENSGALG00000046258,0.000221463765002872,0.00742097989403447
GAL,0.00022153066102093,0.00742109267027791
TMEM35B,0.000221831608262835,0.00742904365509901
KLHL5,0.000222006026035393,0.00743275388002849
UTP15,0.000222679710061291,0.00745317260569636
NSFL1C,0.000222974113787799,0.00746088861733823
CHRAC1,0.000223733390684044,0.00748415077588919
NOC3L,0.000223883347224785,0.0074870229522769
ENSGALG00000042150,0.000224587740985216,0.00750842945960979
NOA1,0.000224821863589741,0.00751410608498971
MVB12B,0.000225282759815815,0.00752735663356155
ENSGALG00000048236,0.000227640699200449,0.00760396724461187
SDHC,0.000228621555625086,0.00763454798716463
DGKZ,0.000228716098193416,0.00763552229992167
MED21,0.000228911786527064,0.00763987176972998
AR,0.000229329667813749,0.00765163226912675
CPEB1,0.000230451691671796,0.00768687320735232
MAOA,0.000230722369890746,0.00769370491778035
ARG2,0.00023113055170243,0.00770511663698183
WRAP73,0.000231534316453175,0.00771637463653206
C20H20ORF24,0.000233201021060836,0.00776970437159481
USP6NL,0.000233575696725108,0.00777996863109393
TRNT1,0.000235061846897033,0.00782723761777571
ENSGALG00000013777,0.000235693147910832,0.00784602246860048
CDK10,0.000237550092887506,0.00790558562657238
TOP3B,0.000238249694004544,0.0079266098184327
RASL11A,0.00023882300724154,0.00794342161358356
ENSGALG00000045948,0.000239295235462511,0.00795686263569905
DDX23,0.000239781973452313,0.00797077833829683
KHDRBS1,0.000239952750265005,0.00797418600081792
SNAPC1,0.000241011475394348,0.00800709191276082
ENSGALG00000005093,0.000242747709848556,0.00806248151361916
NFIC,0.000243535402401518,0.00808634426034581
AEBP2,0.000243608007744256,0.0080864564517991
TCEA3,0.000244560092322876,0.00811575419696414
SUSD1,0.000244921766298645,0.0081254480226527
ENSGALG00000039958,0.000245107320869797,0.00812929512022022
PARD3B,0.000245610805928553,0.00814368160852614
VPS33B,0.000246534503998364,0.00817198891965466
RCAN3,0.000246865757290271,0.00818064771026026
PMM2,0.000247044291283416,0.00818424220629576
PGP,0.000247331875244727,0.00819144631726321
TMEM39B,0.000247462539195165,0.00819345074422211
LYPLAL1,0.000247681083092477,0.00819836290368952
C7orf50,0.000249398444284621,0.00825286979869204
MTHFSD,0.000250638357840449,0.00829155102551744
TMEM230,0.00025143103181291,0.00831541907790588
SNRPA1,0.000251759898930781,0.00832393877049808
UFD1,0.000252777861132092,0.00835523074868952
ATXN10,0.000254564512188749,0.00841190580701891
UROS,0.000254832038162456,0.0084159844964235
ATP6V1B2,0.000254802311834612,0.0084159844964235
MPG,0.000255302848772287,0.0084291501703604
ENSGALG00000040770,0.000256453436985771,0.00846474578938279
CTXN2,0.000256725699933846,0.00847133864920941
MCAT,0.000256973442182118,0.00847711888892704
COA7,0.000257230311404455,0.00848319686323824
CETN3,0.000259320914088867,0.00854972902240089
ACAP2,0.00025942645052679,0.00855079509202791
HIST1H110,0.000259939448281288,0.00856391182441809
MAD1L1,0.000259971032787965,0.00856391182441809
SOX5,0.000261089210658705,0.00859832181319566
CAPRIN1,0.000261227951944276,0.00860046619572831
TMF1,0.000261532256819574,0.00860805872095993
INHA,0.000262264491893482,0.00862972787282543
ODF2,0.000263984592843602,0.00868388107189396
LAMA4,0.000267459955109572,0.00879572756201379
MYLIP,0.000267715826522963,0.0088016642410685
BORCS7,0.000269154264184723,0.00884646574224865
PTGES2,0.000271302114173144,0.00891455218950571
SRSF10,0.000272030470028883,0.00893597115969337
MAST4,0.000272487440332592,0.00894846580672009
ENSGALG00000006345,0.000276243001508081,0.00906924844586307
MAPKAPK3,0.000277038107223126,0.00909279672328615
C7orf26,0.000277406710422534,0.00910233726581354
WBP1L,0.00027799008833207,0.00911891771163998
PDE3B,0.000278304781121563,0.00912667763566311
EIF2D,0.000278431634192167,0.0091282749502957
C8G,0.000278945889520266,0.00914000410481907
NCAPH,0.000278900921051428,0.00914000410481907
COX19,0.000279389333147972,0.00915196690737451
RAI14,0.000279588976430656,0.00915593906426592
FAIM,0.00028110938640169,0.00920314914741306
ORC6,0.000282300119253565,0.00923954260665549
BET1,0.000282758814596495,0.00925196316481021
ZBTB8OS,0.000283331823416666,0.00926811609446805
ENSGALG00000037980,0.000284523704222162,0.0093044983406562
CADM2,0.000285898368973192,0.009346835952073
COL2A1,0.000286113867089544,0.00935126399992321
GTF3A,0.000286399608327548,0.00935536784839569
ANXA1,0.000286344169743713,0.00935536784839569
LARP4,0.000288770140472572,0.00943016524176193
EYA4,0.00028931206731575,0.00944522202610593
RHOT2,0.000290483097934446,0.00948080311966543
ACOT8,0.000290646991554899,0.00948350252533788
ENSGALG00000034282,0.000291457474210999,0.00950729204510885
MAP2K6,0.000291780876568892,0.00951518424321736
TCERG1,0.000292019999026616,0.00952032437488147
RBM26,0.000292125843537328,0.00952111777384352
ENSGALG00000006976,0.000293142482525655,0.00955158753822409
CENPT,0.000293352379490686,0.00955576121697581
ENSGALG00000052672,0.000293950413095656,0.00957257234014707
EZH2,0.000294148154394325,0.00957634210168832
GPR149,0.000295819893059601,0.00962808412452774
GNPNAT1,0.000296316266468644,0.0096415532293027
ENSGALG00000021848,0.000296737848217044,0.00965258193544819
SDC3,0.000296987386635972,0.00965800966348703
RWDD3,0.000297077619700659,0.00965825521279424
RAB12,0.000297763730470635,0.00967786774453063
MON1A,0.000298030413682593,0.00968384099180415
TPGS1,0.000298771770167017,0.00970523008896056
SPP2,0.000300063189779265,0.00974447044378382
ENSGALG00000047313,0.000300343015395832,0.00975084687694406
SLC16A3,0.000300462886920094,0.00975202818764758
ENSGALG00000041622,0.00030068904239422,0.00975665750813506
SPRED1,0.000301032128069423,0.00976236630057502
NR2C2,0.00030099348535606,0.00976236630057502
ENSGALG00000004440,0.000301826882396661,0.00978542324071471
USP45,0.000302092977435775,0.00979084725256003
COMTD1,0.000302161818399815,0.00979084725256003
TXLNA,0.000303530709598876,0.00982974957349318
CIAO1,0.000303494063655929,0.00982974957349318
AKNA,0.000304407504897242,0.00985541202051343
ENSGALG00000031296,0.000305249414217834,0.00987993110049409
MYEF2,0.000305701802530756,0.00989183256029333
GMPS,0.000306398190297985,0.00991162052323083
RB1CC1,0.000308087861115136,0.00996352017019499
HERC3,0.000309019353555429,0.00999087848702681
NR1H3,0.000309124632592361,0.00999151681958715
RBM14,0.000310565079927771,0.0100352981296294
HIGD1A,0.000311322249056945,0.0100569825423815
SCCPDH,0.00031142958621877,0.0100576685370377
NECAP1,0.000311829834902411,0.0100659925209068
TYRO3,0.000311859679088755,0.0100659925209068
DCTN4,0.000312587920113128,0.0100867110303048
NRDC,0.000313023056581763,0.0100979626940649
CHD1Z,0.000313164308729519,0.0100997302054302
COPS7A,0.000313361725006622,0.0101033075668039
ENSGALG00000009292,0.000313676555792286,0.0101106675499904
TADA3,0.000316015125044977,0.0101832361954784
SEPT11,0.000316680602750696,0.0102018661670464
RMND1,0.000320152923672157,0.0103108833943702
FAP,0.000323101974099238,0.0104029926569214
IREB2,0.000323238899529898,0.0104045334355027
KANSL3,0.000323781280454405,0.0104191207214955
ALKBH1,0.000324483606536474,0.0104388455108212
MTSS1,0.000326993252231955,0.0105166860599135
GAS6,0.000327216912007877,0.0105209826108058
R3HDM1,0.000327433884077299,0.0105242635948593
RPP30,0.000327499147190879,0.0105242635948593
FAM173A,0.000327842439714621,0.0105323978864154
RYR2,0.000328400745015056,0.0105474333924575
KAT2A,0.000329347444314232,0.0105749314746323
TSTD3,0.000330260867875909,0.0106013462954223
KAT14,0.000330738153567545,0.0106137504594968
WDR3,0.00033140846901536,0.0106323406454398
IBTK,0.000332210752004958,0.0106551532802686
MXI1,0.000332653032144803,0.0106664100180844
RIT1,0.00033435655439229,0.0107180907927903
ITSN2,0.000334757893241333,0.0107278051508314
ENSGALG00000050110,0.000334843276026175,0.0107278051508314
CYBC1,0.000335565183731124,0.0107479859532002
ENSGALG00000027056,0.0003357121136498,0.0107497444872984
SLC29A1,0.000336600894510042,0.0107752501509187
FBLN7,0.00033715017053626,0.0107898766055149
ACP2,0.000338365043266453,0.0108228260769533
ENSGALG00000052202,0.000338319315857039,0.0108228260769533
NUDCD2,0.000338509207502224,0.0108244732788234
NXT2,0.00033883764201359,0.0108320103577153
ENOX1,0.000339355240185912,0.0108426223511592
PRCC,0.000339305937651302,0.0108426223511592
DEF6,0.000339993173034014,0.0108600342548951
ENSGALG00000046938,0.0003409130402523,0.0108864397015569
USP47,0.000341045114087279,0.0108876808373291
NAV2,0.000342252229926676,0.0109232320524304
SPINK6,0.000343098177571277,0.0109472400455176
ENSGALG00000048776,0.000343549757299888,0.0109586552582172
DAZAP2,0.000346948487475185,0.0110640476802431
ENSGALG00000014857,0.000347251051062258,0.0110706740142784
ENSGALG00000001136,0.000347541186594191,0.0110769006229036
MASTL,0.000349428037911714,0.0111340007903179
ENSGALG00000001948,0.000350012638137276,0.0111495868510623
GEMIN6,0.000353740019306992,0.0112652498165935
MAP2K2,0.000354473882415718,0.011285543758096
ENSGALG00000004646,0.000355504956894626,0.0113152865134143
ENSGALG00000033462,0.000356067981181596,0.0113301196594776
MSRA,0.000356716275374036,0.0113476572847024
PDK4,0.000360733513957268,0.0114723271443007
PCDH18,0.000361042440308768,0.0114790266143907
PHF12,0.000362004580201525,0.0115064851368707
TP53I3,0.000362120620288731,0.0115070423574048
TIPIN,0.000363435618683683,0.011545687997676
TMED7,0.000364392674670588,0.0115729445364396
EPHA7,0.000364566535828059,0.0115743221574561
ABCG2,0.000364634222045246,0.0115743221574561
IFT81,0.00036504244683877,0.0115841322817755
TPK1,0.00036585173390935,0.011606660794076
APRT,0.000368750383211713,0.0116954441748261
BOC,0.000369274994405311,0.0117089037912163
BCL10,0.000369723208212269,0.0117199343655662
ADAMTS20,0.000370404575991357,0.0117383477468931
PPM1A,0.00037309975483002,0.0118205527359593
PDCD2L,0.000373959636306265,0.0118445829895182
DBR1,0.000374432052740792,0.0118531180984212
DCAF7,0.000374400762127025,0.0118531180984212
OMA1,0.000374873368446549,0.0118638733609407
SFSWAP,0.000375062867420617,0.0118666555397856
CASQ2,0.000376055054356894,0.0118948256682194
ZEB1,0.00037894289553897,0.0119829248865856
BDNF,0.000381578506475577,0.012063002557985
PARD6G,0.000383154216555326,0.0121095388694431
CPSF3,0.000386226230166709,0.012203327691435
ADPRHL2,0.000386839800505023,0.012219409033502
ARL8BL,0.000387061772311958,0.0122231152979157
STX12,0.000387343918705318,0.0122287193128612
DEGS1,0.000389402124447935,0.0122903765889967
ENSGALG00000004110,0.000389935189618607,0.0123005541316203
RPRD1B,0.000389890741852139,0.0123005541316203
ARHGAP25,0.000390124581090223,0.0123032060122876
SLC25A11,0.00039048652236684,0.0123112966282857
FAM207A,0.000391708011848513,0.0123464754840814
ENSGALG00000021451,0.000393353420030662,0.0123949934988704
TERF2IP,0.00039431328406847,0.0124218889295554
CACNA1G,0.000394553510174367,0.012426105512454
CDC16,0.000395847707539976,0.0124626488406588
ENSGALG00000052274,0.000395927213702851,0.0124626488406588
ITM2C,0.000396297404107848,0.0124709408350819
TNNI2,0.000397335685791145,0.0125002466255453
PTPN9,0.000397796708369924,0.0125113808572976
MAVS,0.000400780057227879,0.0126018191780333
TSNAX,0.000402596771994168,0.0126555359521662
CLEC3B,0.000404926529284477,0.0127253468566858
TMEM268,0.000406523032593586,0.0127720829387633
SLC25A1,0.000406964327385073,0.0127825094690375
MUM1,0.000407253709611477,0.012788160192246
IBA57,0.000407776569522511,0.0128011373329749
ORMDL1,0.000408706897286892,0.0128268955097342
GPAT4,0.000409891334462342,0.0128606127006182
MAPRE3,0.00041256702563186,0.0129410883031941
TNFRSF1A,0.000413142089630725,0.0129556475126903
MTERF3,0.000417426404035082,0.0130864853970362
CCND1,0.000418600778396838,0.0131197813612013
ELMOD1,0.000419445825635467,0.013142740464078
POLE2,0.000422013308718605,0.0132160987258644
PROK1,0.000422007887442843,0.0132160987258644
ENSGALG00000020488,0.000423047545705213,0.0132449367785642
MBTPS1,0.000423495047050748,0.0132553945518053
AKAP12,0.000423848536676652,0.0132629049436945
MBNL1,0.000423976276218263,0.013263349120133
ENSGALG00000033140,0.00042692718719306,0.0133520873456641
ZFAND5,0.000427045081070609,0.0133521995738985
MT4L,0.000429169950077579,0.0134150460124962
SLC29A3,0.000430046202040124,0.0134388398446218
PNLDC1,0.000430258677216577,0.0134418836329847
ENSGALG00000047653,0.000432281632927634,0.0135014726175306
OGFOD2,0.000432545267476714,0.013506095472355
ENSGALG00000048488,0.000432725099672959,0.0135066295154755
TRUB1,0.000432793625647188,0.0135066295154755
SLC25A15,0.000433199635636261,0.0135156893566663
ENSGALG00000051365,0.000434697720413713,0.0135588076436828
LIN52,0.000439872673817732,0.0137165587809523
PRXL2C,0.000441359340716208,0.0137592444961332
SEC61A2,0.000443290503284954,0.0138157607548997
NSMCE2,0.000443717857462111,0.0138253910997544
RBFOX2,0.000444517905771935,0.0138466256408426
MPST,0.000447574886218383,0.0139381330095814
YTHDF1,0.000448421539598121,0.013960777145984
MFAP1,0.000448732723644429,0.0139667428075997
NSMCE1,0.000450251327750339,0.0140102760593146
RMDN1,0.000452447531844924,0.0140748650952694
HIST1H46,0.000453181568613292,0.0140939463363647
AMN1,0.00045419484926712,0.0141216995927736
ARL6,0.000456914390008389,0.0142024745250709
ENSA,0.000457079313684217,0.0142038212990306
YTHDC1,0.000457234269482187,0.0142048576854179
ENSGALG00000052514,0.000457430300546902,0.014207169263165
NENF,0.000460066028871831,0.0142852331822934
FAM105A,0.000461546873491425,0.0143274055422965
EBF4,0.000462307760328406,0.0143445325661206
DRG2,0.000462344209190446,0.0143445325661206
ENSGALG00000039919,0.00046484497472421,0.0144182908989359
ITGB3BP,0.000467088871146215,0.0144840447699386
SIVA1,0.000468850945612331,0.0145348267992382
ACYP1,0.000470010689029632,0.0145669139982468
TNFAIP1,0.000472142876111414,0.0146291148636622
TMOD4,0.000475913280181928,0.0147420286274583
VPS11,0.000477298454151454,0.0147810165261575
ARHGEF9,0.000479815858356658,0.0148550374610087
RDH11,0.000481198522537474,0.0148938970721996
ENSGALG00000006873,0.000483543787472729,0.0149625223023295
RAB24,0.000484033020894836,0.0149736943401189
GXYLT1,0.000484831900330551,0.0149944369103572
ASB6,0.000485290494199875,0.0150046472451943
COMMD3,0.000485910115621602,0.0150198296532713
USE1,0.000486532407151019,0.0150350865414343
SVIL,0.000487060876735335,0.0150474367898325
ENSGALG00000047532,0.000487984803699604,0.015071994681626
BAALC,0.000488154978659283,0.0150732652113662
FMR1,0.000493165246545968,0.0152239481195263
ENSGALG00000041618,0.000493319198510811,0.0152246771622333
SMC6,0.000495021099689241,0.0152731655711662
RBM19,0.000497095167106609,0.015333107995319
HSF2BP,0.000497357641021656,0.0153371541645392
C1orf174,0.000498085132062287,0.0153555342742196
EIF2B3,0.000498345491131369,0.0153595072093631
ANGPTL4,0.000498697887755917,0.0153663139899043
RHOC,0.000499846784349889,0.0153976531595049
ENSGALG00000046371,0.000501237310554625,0.0154364171807282
NUDCD3,0.000503168272929511,0.0154917999904824
TRPM7,0.000504331641067557,0.0155235267597285
NEMP2,0.000504469077795888,0.0155236665586921
FARSB,0.000506487011557866,0.0155777010888964
CYTH1,0.000506491740667858,0.0155777010888964
BORCS5,0.000507624481789648,0.015608430122203
PPIL6,0.000508948278220789,0.0156450160022461
NT5C3B,0.000509402507972267,0.0156548592767399
SALL4,0.000510962641448787,0.0156986748534212
MED8,0.000511521673291826,0.0157117179055142
PCYT1A,0.000513469817810419,0.0157633586483891
AARSD1,0.000513472819151373,0.0157633586483891
SOT3A1L,0.000516497881901556,0.0158520604482002
GDF3,0.000517560511524628,0.0158805015835007
ENSGALG00000009879,0.000518249866326759,0.0158891323263084
NCX1,0.000518236326926491,0.0158891323263084
SLC43A2,0.00051802765271769,0.0158891323263084
CEP95,0.00051853773444055,0.0158937865382126
IDS,0.000519224493498172,0.0159106615736926
KRT222,0.000521019593714422,0.015961481888455
RXRG,0.000523017831937422,0.0160184970732243
CPNE1,0.000523212451925326,0.0160202573286329
DIPK1B,0.000523643156068898,0.0160292434348203
U2SURP,0.000524191269318353,0.0160418179017268
MEA1,0.000524336516434909,0.0160420601043565
RNF166,0.000525034965187299,0.0160592229358804
RPUSD2,0.000529681396088888,0.0161971019379051
TUBB3,0.000530336224473293,0.0162128816937128
EBF3,0.00053108160840476,0.0162314208368815
IFT46,0.000531927298105472,0.0162530151196621
HERPUD2,0.000534375881407256,0.0163192940461702
TBC1D25,0.00053432518494434,0.0163192940461702
CAPN10,0.000535505342840747,0.016349512263355
MRPS18A,0.000536028215406326,0.016361199764473
ENSGALG00000040001,0.000539718874943307,0.0164695463245872
AIDA,0.000540239623292971,0.0164811315686889
P4HA2,0.000543125723419635,0.0165648518901726
GNB5,0.000543294271321271,0.0165656672119036
GOLGB1,0.000543489598732738,0.016567298433073
MIS18A,0.00054831623802476,0.0167062545130221
GTF2A1,0.000548334085285096,0.0167062545130221
ENSGALG00000053964,0.000549629484777991,0.0167383639265633
STX2,0.000549674570513803,0.0167383639265633
CEP68,0.000551984315191101,0.0168043182134679
ERCC3,0.000554808639529392,0.0168858996403012
TBL3,0.000555571036987335,0.0169046990579699
NCLN,0.000556643319074679,0.0169329152775634
CD47,0.000557526302663147,0.0169553599032312
SMIM3,0.000558786349439067,0.0169892570181175
APOPT1,0.000559020044654135,0.0169919395718775
ENSGALG00000048674,0.000559175460708605,0.0169922419802646
KIAA1109,0.000560264388094756,0.017020904426101
ENSGALG00000034218,0.000560421291825985,0.0170212443301267
BORA,0.000560710435106859,0.0170255994234113
BUD23,0.000562518716747951,0.0170760678916067
ING4,0.000562973586734183,0.0170854360447128
AGPS,0.000563954074618844,0.0171107469327404
ENSGALG00000042483,0.00056432321533384,0.0171175008068619
RUFY3,0.000565461896328001,0.0171432012178722
UTP6,0.000565464015472417,0.0171432012178722
IFT80,0.000565778980105014,0.0171482993808953
RASGRP3,0.000566393681636912,0.0171624773232565
GSTT1,0.000567342551673899,0.0171867710334147
TRIM35,0.000568210425794469,0.0172041386382194
POP4,0.000568147881505165,0.0172041386382194
FSTL4,0.000568360064696183,0.0172042100091285
LSS,0.000569522006917511,0.0172349157385747
DUS1L,0.000571270179354322,0.0172833415083745
ENSGALG00000031398,0.000575018118994519,0.0173922279585727
CEPT1,0.000577186147141306,0.017453283770292
TMEM60,0.000577496704933456,0.0174581552681365
WDFY1,0.000578078615127486,0.0174712253078247
PRPF4B,0.000580194269442225,0.0175306308257752
LAMA5,0.000580398908414881,0.0175322790218532
IL17RD,0.000582732294341692,0.0175982134209876
ENSGALG00000037933,0.000583597395719559,0.0176197837646116
FEZ2,0.000584173507256258,0.017632620127526
UPP1,0.000585243562821747,0.0176603551517051
BTBD3,0.000585611254593665,0.0176668867394296
GLI2,0.000587531118245277,0.0177156550833447
MAP1LC3A,0.000587395962638126,0.0177156550833447
DRAM2,0.000589313332151065,0.0177648080113921
GRAP,0.00058992316442974,0.0177786033349036
ENSGALG00000046353,0.000592694076495204,0.0178575035304707
ANKMY2,0.000593417219511561,0.0178746809380408
ENSGALG00000034939,0.000594640671908175,0.0179023005425663
GLTP,0.000594538253926968,0.0179023005425663
E2F1,0.000595298620312379,0.0179174908808372
TRAPPC11,0.000595886052748851,0.0179305515273433
NCK2,0.000597164971712916,0.0179644073126103
ASCC3,0.000597661484563528,0.0179747147408663
CPXM1,0.000598881912981408,0.0180067830746915
FBXO32,0.000599877221049816,0.0180310919546677
BABAM2,0.000599999115269201,0.0180310919546677
FDPS,0.000601812745809838,0.0180809432886644
ITGB1BP2,0.000602528700213822,0.0180884963462165
SMC5,0.000602231380117724,0.0180884963462165
ENSGALG00000008297,0.000602382307872684,0.0180884963462165
CEBPZ,0.000602729133996727,0.0180898644073125
SELENOI,0.000604635890563476,0.0181424309148627
LIAS,0.000605174332237057,0.0181539239298822
GEMIN8,0.000614810038611302,0.0184382392877864
OGA,0.000615186703870174,0.0184448000246623
KIF25,0.000615446769918426,0.0184478623624126
ENSGALG00000049463,0.000617066226764384,0.0184916600732741
ENSGALG00000054205,0.000617519284259016,0.0185004907244889
PTCD2,0.000619671226311569,0.018560201313094
DDX52,0.000620948340176564,0.018593685421759
CLIC3,0.000621381952857103,0.0186019010301558
SLC25A10,0.000622750790971072,0.0186381024813796
ENSGALG00000032501,0.000622934339651326,0.0186388203379002
EFL1,0.000627059911713967,0.0187526546997985
NFE2L1,0.000627037301394351,0.0187526546997985
EYA3,0.000628736412174091,0.0187979789998317
GORASP2,0.000630928211889703,0.0188538581672738
MRGBP,0.00063079823597012,0.0188538581672738
ENSGALG00000047123,0.000631886573442486,0.0188776673449304
CCDC47,0.000633747132771978,0.0189284106939274
SDE2,0.000634497915859233,0.0189459903872292
GTSE1,0.000635844587890899,0.0189765000778079
EXOC8,0.000635691478480194,0.0189765000778079
RRP7A,0.000636396319026344,0.0189881149167803
