,combinedPval,adjustedPval
CDH13,3.17724735410252e-11,3.25560820389585e-09
LSM12,3.18245430008801e-11,3.25808559961869e-09
TFG,3.27488036688806e-11,3.34977235830391e-09
MKKS,3.38902239604977e-11,3.46349182807158e-09
PSMC5,3.42479378190319e-11,3.49698976076627e-09
TGFB2,3.44537731677974e-11,3.51433456973533e-09
ENSGALG00000034737,3.44779760297342e-11,3.51433456973533e-09
TPRG1L,3.46201955991887e-11,3.52575441311987e-09
MB,3.50999229681292e-11,3.57149654320463e-09
DPY30,3.53652662710147e-11,3.59536397421592e-09
GMPPB,3.58980623005323e-11,3.6431884978971e-09
NCS1,3.58838514458171e-11,3.6431884978971e-09
ARPC1B,3.61763952128058e-11,3.66824867435986e-09
RSL1D1,3.63780117140777e-11,3.68549316410646e-09
RAB14,3.72615271970744e-11,3.77173177827679e-09
LGMN,3.80785403208961e-11,3.85109530676687e-09
ENSGALG00000051348,3.83227893863136e-11,3.8724448118856e-09
PRPSAP2,3.85653731171942e-11,3.89358927863279e-09
EMP2,3.86000120755625e-11,3.89372109447237e-09
SLC4A1,3.87487819608623e-11,3.90535554372813e-09
CNDP2,3.89910326248355e-11,3.92638341546739e-09
DPT,3.93503007956042e-11,3.95914853614661e-09
TFDP1,3.94978494355769e-11,3.97057387489844e-09
WSB2,4.14972500806243e-11,4.16797938401141e-09
SIRT2,4.16452428098069e-11,4.17925024960528e-09
CTBPL,4.23208135202913e-11,4.24340067265210e-09
CD276,4.44153602785491e-11,4.44959616979242e-09
WISP1,4.4463099868608e-11,4.45056184378665e-09
ENG,4.46019887689886e-11,4.46064170022224e-09
CPM,4.50046666600201e-11,4.49706326184951e-09
ENSGALG00000049262,4.52992088284532e-11,4.52262640510407e-09
DNAJA2,4.56730209208445e-11,4.55605335712799e-09
ENSGALG00000038635,4.60291804671442e-11,4.58766386206009e-09
CNN2,4.63679095119574e-11,4.61748467755259e-09
PNISR,4.67947902649257e-11,4.65602568053606e-09
ENSGALG00000020999,4.75047778891735e-11,4.72264590356135e-09
AGRN,4.85570472719132e-11,4.82315153317226e-09
F3,4.88469265036429e-11,4.84782281971157e-09
PSMA1,5.05387953708691e-11,5.01147484031944e-09
IDH2,5.13425968406978e-11,5.08686233646145e-09
CAPZA1,5.16074960543733e-11,5.10877457177434e-09
DCBLD2,5.19170262336388e-11,5.13506410587127e-09
SAV1,5.2353454904619e-11,5.1738499481881e-09
ENSGALG00000041419,5.24459364825702e-11,5.17860824979402e-09
LYPLA1,5.39435163204871e-11,5.32198332005629e-09
FTL,5.43529665719689e-11,5.35785382989366e-09
CENPS,5.52956569421781e-11,5.44618377350446e-09
ENSGALG00000004825,5.64741586828177e-11,5.55757087188892e-09
LEPROT,5.6726512376315e-11,5.57770577668308e-09
AIMP2,5.73685543514557e-11,5.63609117805007e-09
NDRG3,5.99151839253409e-11,5.88133468604115e-09
PLK2,6.06669159353146e-11,5.94473770380479e-09
ATP6V0C,6.06585892626299e-11,5.94473770380479e-09
SRSF6,6.07137673469538e-11,5.94473770380479e-09
PLK1,6.12254691390035e-11,5.98981975192079e-09
PTP4A2,6.22524254367818e-11,6.08519262615733e-09
ZMAT2,6.26940721559777e-11,6.12323967100667e-09
GPX7,6.50599574214539e-11,6.34900374354691e-09
EGFL7,6.82252032646602e-11,6.6523329721403e-09
MMP2,6.90485446597222e-11,6.72699810114575e-09
PODXL,6.97321089759839e-11,6.77100495612956e-09
NELL2,6.96427360225016e-11,6.77100495612956e-09
STAU1,6.969180788019e-11,6.77100495612956e-09
RER1,6.96297464131135e-11,6.77100495612956e-09
PTPRG,7.02757851911429e-11,6.81812844583225e-09
ALYREF,7.16549042323322e-11,6.94616078461303e-09
ENSGALG00000042782,7.23164861327064e-11,7.0044810806954e-09
RBPMS2,7.32300886596704e-11,7.08709490709927e-09
ENSGALG00000014589,7.54332152297366e-11,7.29426679167997e-09
OBSL1,7.72863995024409e-11,7.46728510956609e-09
CHCHD3,7.84035059098187e-11,7.56895758689102e-09
ZNF106,7.9652506812522e-11,7.6831845329082e-09
ENSGALG00000027334,7.98887622721622e-11,7.69961538508653e-09
NUDT21,8.00868260597554e-11,7.71234129754416e-09
ATP1B3,8.08892952619544e-11,7.78320239077786e-09
MRPL19,8.22926171650806e-11,7.91171355886308e-09
POLR2I,8.52153902997088e-11,8.18597513936765e-09
STT3A,8.60660431811766e-11,8.26089719839348e-09
DCTN3,8.76805295035865e-11,8.40895124380589e-09
TAF15,8.94606611012705e-11,8.57263546225523e-09
SKA2,8.96728247212764e-11,8.58592278657122e-09
CD44,9.24977872074351e-11,8.84915166018618e-09
DYNLL2,9.39116562292952e-11,8.97706258140526e-09
CRABP-I,9.47727452071945e-11,9.05196700943111e-09
PFKL,9.62202539867008e-11,9.18271361414513e-09
TMEM141,9.70657998422553e-11,9.25584573456181e-09
NAA40,9.84481385302161e-11,9.38000343686276e-09
CLNS1A,9.87510073713338e-11,9.40119218124818e-09
ENSGALG00000051548,1.03295150211125e-10,9.82579103035983e-09
EPRS,1.04209418871903e-10,9.90469370788145e-09
SPIK5,1.05474518008464e-10,1.00167860297515e-08
ENSGALG00000039995,1.0644685133343e-10,1.01009152107316e-08
RRM2,1.07679420935369e-10,1.02095820187929e-08
SCP2,1.08378417351673e-10,1.02675230611055e-08
NCAM1,1.08873576820656e-10,1.03060747992978e-08
PPP1CB,1.09688924609941e-10,1.03748488899856e-08
ABCE1,1.09915188062359e-10,1.03878386522586e-08
COA6,1.18185017328187e-10,1.11603722973218e-08
ENSGALG00000043654,1.20153442750848e-10,1.13370884067753e-08
UBE2V1,1.21676446696029e-10,1.14715253991783e-08
CHCHD2,1.22483356790326e-10,1.15382874401292e-08
ENSGALG00000016760,1.24374288645868e-10,1.17069775941044e-08
SPRY2,1.24610100016298e-10,1.17197300296998e-08
KIF4A,1.24729560013748e-10,1.17215277633806e-08
DHRS3,1.25205845691312e-10,1.17568285371133e-08
PGRMC1,1.25719878951713e-10,1.17956142537053e-08
ANP32B,1.2652945358127e-10,1.18620445029361e-08
ME3,1.27345245459765e-10,1.1928950603229e-08
TMPO,1.27506227798335e-10,1.1934459940841e-08
ANAPC16,1.277300487601e-10,1.19458373819029e-08
TWIST2,1.29775079571459e-10,1.21273873628287e-08
ACE,1.30156330158115e-10,1.21532923206636e-08
EIF6,1.34157907005772e-10,1.25169323262029e-08
BID,1.37009292799917e-10,1.27727647235927e-08
FAM126A,1.39627198691983e-10,1.30064401633601e-08
CXCL12,1.43417944187263e-10,1.33489075675619e-08
PTRH2,1.44701806092939e-10,1.34576822897369e-08
CSNK1G1,1.51080703503226e-10,1.40397598607651e-08
AIF1L,1.54007473440743e-10,1.43001104557104e-08
ENSGALG00000033530,1.54127155482797e-10,1.43001104557104e-08
NDUFS3,1.55562895898242e-10,1.4421865232958e-08
SVBP,1.6113932410633e-10,1.49269957764599e-08
PDLIM3,1.62813096338255e-10,1.50700932490925e-08
C15H12ORF65,1.64773084065928e-10,1.523943545173e-08
ENSGALG00000028267,1.69964042839865e-10,1.57070974337021e-08
PPP2R2A,1.7036372312873e-10,1.57315877065201e-08
NUF2,1.72446723567532e-10,1.59113562836329e-08
SSRP1,1.73097314259962e-10,1.59587794730814e-08
ETFDH,1.73692948912674e-10,1.60010651632362e-08
MYL6,1.789329795443e-10,1.6470801394545e-08
BCAS2,1.79385839516044e-10,1.64994852487192e-08
TNIP1,1.81149095723754e-10,1.66485562849457e-08
UNG,1.92342808347234e-10,1.76634201872151e-08
FAM162A,1.9411805496361e-10,1.78124429451742e-08
PHPT1,1.94484872650946e-10,1.78320945281101e-08
WFDC1,1.95834015670471e-10,1.79417129243512e-08
ENSGALG00000034305,1.9808599205362e-10,1.8133809509932e-08
TMEM70,1.99170124837167e-10,1.8218778555764e-08
DLD,2.01627603502175e-10,1.84291410183266e-08
WLS,2.05723660329227e-10,1.87888265503425e-08
SRP19,2.09048001131862e-10,1.90775239950462e-08
SOCS1,2.09348760549233e-10,1.90900569096814e-08
PSMD13,2.11919037873542e-10,1.9309361231252e-08
TTYH2,2.12517559106118e-10,1.93488038340267e-08
TIMM9,2.16411999431898e-10,1.96880304596345e-08
SELENOU,2.1794632765193e-10,1.98121855554763e-08
MCRIP2,2.19403717416355e-10,1.99291589919034e-08
ENSGALG00000053991,2.26295870930926e-10,2.05392244891278e-08
PTGDR,2.30854224625432e-10,2.0936685162284e-08
SMIM7,2.35272357151928e-10,2.1320822034187e-08
DNAJC2,2.3826562944862e-10,2.15753399357963e-08
BRD2,2.3925705860961e-10,2.16483338033168e-08
CERCAM,2.42291409158213e-10,2.19059181666957e-08
ELOVL1,2.48379317113745e-10,2.24389671444156e-08
PTRHD1,2.49626985748819e-10,2.25342555507222e-08
TWIST1,2.50957699066134e-10,2.26194208560462e-08
BASP1,2.50770071374973e-10,2.26194208560462e-08
CISD2,2.58753241055842e-10,2.33040702646163e-08
ELOC,2.65236943519653e-10,2.38696076794153e-08
HSPA4,2.70122813006424e-10,2.4290590440262e-08
LSM5,2.75661271587069e-10,2.47695639766901e-08
SMYD1,2.79150480508861e-10,2.50638072510719e-08
PPA2,2.80526046836371e-10,2.51679687651039e-08
RNF11,2.82150525166003e-10,2.52942849109667e-08
C9orf85,2.86021650808266e-10,2.56216607398048e-08
TSN,2.90470980601754e-10,2.60002903603892e-08
LGI2,2.91025425980251e-10,2.60299728713832e-08
SDHAF4,2.93116975136343e-10,2.6196986813826e-08
BNAS2,2.93673974027797e-10,2.62267016019218e-08
KARS,2.99612779031122e-10,2.6736628714907e-08
RWDD1,3.04490210822905e-10,2.71511355581771e-08
SLC25A12,3.05057756833094e-10,2.71809943071172e-08
ENSGALG00000045060,3.17532666826992e-10,2.8270958602595e-08
ENSGALG00000013155,3.26565441355342e-10,2.90530316056345e-08
TMCO1,3.27053273352362e-10,2.90742883808918e-08
KDM5B,3.33653105144549e-10,2.96384424482049e-08
PLOD1,3.35187211319976e-10,2.97520921053351e-08
ACTR3,3.37823324869646e-10,2.99633119531984e-08
TFAM,3.46096928893758e-10,3.06738503304238e-08
TATDN1,3.54584139827807e-10,3.14022285009579e-08
NAP1L4,3.54949847292119e-10,3.14108017162464e-08
NUCB2,3.56624285657858e-10,3.15350886327314e-08
BIRC5,3.61781937741057e-10,3.19669634317627e-08
NAA20,3.8062619722723e-10,3.36066165444386e-08
ENSGALG00000046534,3.82183396041569e-10,3.37186197640013e-08
COL12A1,3.83436171702556e-10,3.38036160696545e-08
ENSGALG00000016471,3.89330234717988e-10,3.42973500767456e-08
CISD1,3.90554699691847e-10,3.43792900602589e-08
LSM8,3.94269838999151e-10,3.46801876979617e-08
PDHB,3.96357058285446e-10,3.48375475391533e-08
TXN2,4.01829014506916e-10,3.52919463312776e-08
NDUFS1,4.03540090232468e-10,3.54155988786445e-08
ENSGALG00000053846,4.06124134322283e-10,3.56156219388089e-08
S100A4,4.14519973901406e-10,3.63246360434614e-08
NRIP3,4.22720747295102e-10,3.70155062045522e-08
LIMA1,4.27319513107705e-10,3.7390168129147e-08
ENSGALG00000030718,4.27794910606849e-10,3.74037473002688e-08
BRINP2,4.28852620082409e-10,3.74681818439876e-08
STX18,4.30200097767397e-10,3.75578177464584e-08
EIF4E,4.37989977619679e-10,3.82093416319804e-08
ERP29,4.38962644011553e-10,3.82656172829217e-08
MTPN,4.4994608039417e-10,3.91646198924958e-08
PLPP1,4.49674519842347e-10,3.91646198924958e-08
UBE2F,4.56320314867753e-10,3.96898766937616e-08
HOMER2,4.63072913348128e-10,4.02472367614039e-08
PDIA2,4.6414871945899e-10,4.03107456032983e-08
KAZALD1,4.75437800240286e-10,4.12605114287947e-08
PMPCB,4.77411443711162e-10,4.14010340219005e-08
MRPL16,4.79383532869804e-10,4.15412134348287e-08
ENSGALG00000017290,4.8930792750923e-10,4.23697850928114e-08
DPYSL2,5.11297226779561e-10,4.42410705476228e-08
GMDS,5.12752285075635e-10,4.43341324363817e-08
ENSGALG00000048179,5.15856246607882e-10,4.4569520431183e-08
COMMD7,5.40399724968665e-10,4.66555465697092e-08
CACNA1D,5.587779128291e-10,4.81710258079189e-08
BORCS8,5.58422863505825e-10,4.81710258079189e-08
STAU2,5.63949331677804e-10,4.85809894251746e-08
UBQLN4,5.72043745705741e-10,4.92419624791308e-08
WDR1,5.74442937661956e-10,4.94120740253273e-08
TPX2,5.86511950118052e-10,5.04130957594166e-08
PYGO2,5.90517523768597e-10,5.07200695509033e-08
POLR1C,5.95187454877077e-10,5.10836125617776e-08
CROT,5.97619509434821e-10,5.12546908015684e-08
ENSGALG00000012259,5.98429750198193e-10,5.12865255969814e-08
OGDH,6.02359495616156e-10,5.15854649735889e-08
SREK1IP1,6.03858851810912e-10,5.16574726965415e-08
BMP10,6.04084782196423e-10,5.16574726965415e-08
MOCS2,6.05272276743563e-10,5.17211564280278e-08
SNRNP27,6.06352967835733e-10,5.17756272578127e-08
NKX2-5,6.07254690976333e-10,5.18147478510985e-08
DRG1,6.20272389006971e-10,5.28868670767497e-08
CMTM7,6.21572571191109e-10,5.29590694759631e-08
MRPL17,6.22906060065986e-10,5.30148431832776e-08
DNAJC12,6.23134877031362e-10,5.30148431832776e-08
ALDH1L2,6.35679064941996e-10,5.40326655915649e-08
FANCL,6.36023456124235e-10,5.40326655915649e-08
ENSGALG00000002012,6.54712950520775e-10,5.55799889990796e-08
FKBP4,6.59745147402191e-10,5.59665096683387e-08
SPTSSA,6.68748056931179e-10,5.66890624431401e-08
CHCHD1,6.7012950744072e-10,5.67649727961303e-08
ADSL,6.85704160119371e-10,5.80421721209675e-08
NEGR1,6.89476586934745e-10,5.83192329653367e-08
BAG3,7.12515046963347e-10,6.02243270746438e-08
CRLF3,7.15314474319939e-10,6.04172274731612e-08
PRKAR1A,7.40257855014193e-10,6.24788307161649e-08
SCG3,7.44463490853775e-10,6.27884250880958e-08
GSTK1,7.71173791491719e-10,6.49942580100605e-08
GEM,7.8510686840616e-10,6.61208266456851e-08
ILK,7.89102339027181e-10,6.64094408204183e-08
SMOC1,7.96471333330828e-10,6.69813447418351e-08
HIBADH,8.01611887979448e-10,6.73651541300255e-08
GLRX3,8.11310352233363e-10,6.81124481105386e-08
RPN2,8.11670508582552e-10,6.81124481105386e-08
FHL3,8.19851297961804e-10,6.87495612607185e-08
VPS25,8.28933144347843e-10,6.94612652868033e-08
DNAJB5,8.30374435878412e-10,6.95321601248819e-08
ARCN1,8.31502866560641e-10,6.95767744724249e-08
AUH,8.37944380549516e-10,7.00655838905344e-08
CNOT11,8.38577429718157e-10,7.00683606430589e-08
SF3A2,8.4543949618876e-10,7.0591234537014e-08
SIK1,8.47135694925782e-10,7.06823377138435e-08
SF3A3,8.72092620340936e-10,7.27127274058821e-08
SMARCB1,8.75490346885499e-10,7.29439550335746e-08
DDX19B,8.98904506385634e-10,7.48413900955772e-08
ENSGALG00000039755,9.13034758909248e-10,7.59637091576734e-08
IDH1,9.3242225052137e-10,7.75215170823232e-08
SCAF11,9.35884925112873e-10,7.77540626224281e-08
OAZ2,9.53348289201017e-10,7.91486392913157e-08
KLHDC2,9.54425094512601e-10,7.91817605328281e-08
CA10,9.71021485440815e-10,8.05014689476341e-08
MRPS14,9.85884485160682e-10,8.16757024611114e-08
RSRC1,1.00364050403812e-09,8.30877741878197e-08
GJC1,1.01614927583427e-09,8.40637528188115e-08
DHRS7,1.03123221073531e-09,8.52511540571171e-08
SHTN1,1.04093722530507e-09,8.59926017868655e-08
SMCO4,1.04841080261764e-09,8.65487911113166e-08
RSL24D1,1.04943853607153e-09,8.65724509942262e-08
PSMB6,1.05133413086378e-09,8.66676203679798e-08
WSB1,1.07562825313323e-09,8.86077949677089e-08
PSMC1,1.10519182694446e-09,9.09790144560736e-08
ENSGALG00000034354,1.10857878432569e-09,9.11935615573513e-08
ENSGALG00000028551,1.11743481134852e-09,9.1857384985765e-08
CCDC167,1.14336318191022e-09,9.39226993103441e-08
GUK1,1.17240284147613e-09,9.6237569654091e-08
COPS5,1.17319087777901e-09,9.6237569654091e-08
CPSF6,1.18496068512997e-09,9.71348415243009e-08
ENSGALG00000005257,1.1877078209821e-09,9.72917577112515e-08
GADD45B,1.19868115433519e-09,9.81218353762109e-08
LACTB2,1.20011489634919e-09,9.81704039041862e-08
SUMO3,1.2233836166331e-09,1.00003774062415e-07
TINAG,1.23232424265041e-09,1.00664169183296e-07
VPS29,1.25941723716494e-09,1.02805407316324e-07
SYT11,1.27894983492638e-09,1.04326935610254e-07
CRHR2,1.29927180125833e-09,1.05910686057844e-07
WNT2B,1.30300270573258e-09,1.06140743394796e-07
DDRGK1,1.32006494624193e-09,1.07455674967481e-07
RNF122,1.33845734495708e-09,1.08876977041694e-07
PPP2R5A,1.35310751492312e-09,1.0999210074568e-07
CLTC,1.35558297920113e-09,1.10116697987077e-07
SMIM4,1.38557876283585e-09,1.12475098730916e-07
FEM1B,1.3892196282228e-09,1.12692334980222e-07
SEMA3F,1.39088041084534e-09,1.1274875852932e-07
MMD,1.4022896177579e-09,1.13594791062844e-07
CPN1,1.40825662242605e-09,1.1399910190782e-07
NOP56,1.41724343372118e-09,1.14647138383611e-07
ENSGALG00000052396,1.42897005339648e-09,1.15515759854189e-07
CENPK,1.44118494915801e-09,1.16402393969933e-07
THBS1,1.44193101903056e-09,1.16402393969933e-07
PECAM1,1.44747924757382e-09,1.16769586676256e-07
ENSGALG00000029375,1.46103107390161e-09,1.17781485143703e-07
SLC25A22,1.46224043984233e-09,1.17797682716733e-07
ST14,1.46445655602179e-09,1.17894905587699e-07
SERPINF1,1.48953294143439e-09,1.198310748051e-07
DDX46,1.49286938366799e-09,1.20016831218338e-07
CALB2,1.49660461801204e-09,1.20234370320836e-07
CXCL13L2,1.53140877756641e-09,1.22945913320693e-07
ENSGALG00000048523,1.54176560407393e-09,1.23692377279162e-07
BNIP3L,1.54750234848677e-09,1.24067412210596e-07
CKAP2,1.54974100219363e-09,1.24161673733799e-07
DNAJC15,1.55789903200088e-09,1.24729727750687e-07
BBIP1,1.56488644265096e-09,1.25203344780979e-07
SLC35F4,1.58219548573868e-09,1.26501560803269e-07
P3H4,1.61223945305267e-09,1.28727453256622e-07
POLB,1.61119295682965e-09,1.28727453256622e-07
EIF3J,1.63251379081686e-09,1.30257200732525e-07
PDCD5,1.63764890537266e-09,1.30577735700217e-07
MTRF1,1.68197100691714e-09,1.34020271646112e-07
HADHA,1.70046265957069e-09,1.35401334490607e-07
ALOX5AP,1.70418923417515e-09,1.35605629990439e-07
DNAJB6,1.74389946927533e-09,1.38670987595037e-07
GNS,1.77858794359054e-09,1.41333127098482e-07
TMEM59,1.81866410819964e-09,1.44419481710387e-07
FGD3,1.88927784527948e-09,1.49924973467629e-07
TRAPPC2L,1.91172477848056e-09,1.51603274299665e-07
PLPBP,1.91322913067893e-09,1.51619639637097e-07
SLC25A39,1.94142468767922e-09,1.53749774133287e-07
UCHL3,1.95066984787218e-09,1.54377275587198e-07
RAB11B,1.95617178011531e-09,1.54707886428375e-07
DNAJC1,1.96040894628879e-09,1.54938090933143e-07
ENSGALG00000049780,1.98912886162361e-09,1.57101634587416e-07
ENSGALG00000006292,2.03698957701448e-09,1.60772975756234e-07
TTL,2.09319650501527e-09,1.65097653681035e-07
KDR,2.10747874707096e-09,1.6611198150793e-07
RAP1B,2.11013440054586e-09,1.66209148830985e-07
PSMD1,2.12294570811622e-09,1.67105577496105e-07
ACTR6,2.12822315326378e-09,1.67408177640568e-07
RAB2A,2.15771267519926e-09,1.69613635213585e-07
LSM14A,2.16687068288479e-09,1.70218980110275e-07
TCIM,2.20985318932776e-09,1.73478816272965e-07
ASF1A,2.22207852118572e-09,1.74321382903752e-07
G3BP2,2.24317475705504e-09,1.7585827122907e-07
SEC22B,2.25225382788352e-09,1.76451619642943e-07
HBZ,2.32576802261519e-09,1.82088924480083e-07
ENSGALG00000028466,2.32786212528424e-09,1.82130804286572e-07
ECI1,2.3497805923256e-09,1.83722638502815e-07
CPNE4,2.36478114867822e-09,1.84771813281611e-07
CYP26A1,2.38629338511487e-09,1.86328034447836e-07
ADD1,2.42030528951886e-09,1.8885753131616e-07
BRI3,2.44913089808563e-09,1.90979232130197e-07
UHRF1,2.45289910605351e-09,1.91145470392875e-07
ACTR2,2.46629194844417e-09,1.92060999611631e-07
INTS10,2.51736864687047e-09,1.95907961421651e-07
LAMTOR5,2.54518128794956e-09,1.97940538678705e-07
DCTN5,2.56373677842703e-09,1.99250955128444e-07
NFE2L2,2.57466692410446e-09,1.99967389177078e-07
GNL3,2.57658339108957e-09,1.99983268365512e-07
SMARCA2,2.58272470077259e-09,2.00199399496089e-07
EWSR1,2.58279575504616e-09,2.00199399496089e-07
HTRA2,2.63407673450899e-09,2.039531676388e-07
CSDE1,2.63471555683736e-09,2.039531676388e-07
KPNA2,2.650127228776e-09,2.05010325806367e-07
NOL7,2.65207966698711e-09,2.05025585302259e-07
ENSGALG00000047141,2.67230970685262e-09,2.06452885344864e-07
SOD3,2.68555089277811e-09,2.07338722211618e-07
MEOX1,2.72265787693016e-09,2.10064737621218e-07
POLD3,2.75999689769435e-09,2.12805045133949e-07
LAMB2,2.94421020896607e-09,2.26858769344087e-07
ENSGALG00000054420,3.0378305426737e-09,2.33918150923746e-07
PBK,3.08883563171491e-09,2.37688946522524e-07
ADRM1,3.15762915814588e-09,2.42822713928954e-07
PNRC2,3.17625170609404e-09,2.44094100007179e-07
TSPO,3.22778859196404e-09,2.47891609413054e-07
HPGDS,3.43457906559763e-09,2.63599647332569e-07
ASB12,3.44033734833715e-09,2.63868218935567e-07
OPTN,3.54447804440383e-09,2.71677256158317e-07
ZDHHC3,3.57209772872125e-09,2.73614713311112e-07
FARSA,3.60301433133259e-09,2.75802002295132e-07
TMEM123,3.61931140613336e-09,2.76868069957253e-07
TBCD,3.65615482333936e-09,2.79503456283621e-07
PPIH,3.71698005707799e-09,2.83967543393824e-07
TMED2,3.84525322694174e-09,2.93575272929575e-07
YIPF5,3.92745724830945e-09,2.99655486962608e-07
EIF2A,3.93174515167516e-09,2.99786832491282e-07
LMO2,3.93550370070272e-09,2.99877670899081e-07
ENSGALG00000034013,3.99065902545459e-09,3.03882171457957e-07
ENSGALG00000053194,3.99740329726228e-09,3.04040970691489e-07
USP14,3.99795008210191e-09,3.04040970691489e-07
RBM39,4.00941901901319e-09,3.04714792329535e-07
NPTN,4.0428271841364e-09,3.07020073298749e-07
ENSGALG00000050937,4.04500843931288e-09,3.07020073298749e-07
SURF1,4.08771261284357e-09,3.10059893172197e-07
MRPL46,4.10732359235055e-09,3.11345246791839e-07
PDZD11,4.16043000051047e-09,3.15166322708603e-07
ENSGALG00000043416,4.16950651782599e-09,3.15649197727191e-07
MRPL58,4.17706513822225e-09,3.16016610496956e-07
LAP3,4.18537493551696e-09,3.16440341290712e-07
RBBP4,4.20236379028438e-09,3.17519290128518e-07
APLP2,4.20610779539032e-09,3.17596745799376e-07
PAPSS1,4.22062707006177e-09,3.18487199872735e-07
AAMDC,4.22899737451132e-09,3.18912804407482e-07
TAZ,4.25028301442865e-09,3.2031118942194e-07
PPFIBP1,4.28741886437933e-09,3.22901509681735e-07
VLDLR,4.33986224734895e-09,3.26640616492237e-07
LTA4H,4.34536295834675e-09,3.26844033244264e-07
LMAN2,4.36422586957974e-09,3.28051602574107e-07
BRD7,4.37614866566349e-09,3.28736277326661e-07
PGM3,4.39748670810758e-09,3.30126890772864e-07
HNRNPD,4.41627756586627e-09,3.31301944523622e-07
ENSGALG00000006818,4.41881153889767e-09,3.31301944523622e-07
POP5,4.4619772321397e-09,3.34323722322267e-07
BYSL,4.54575821429160e-09,3.40382867541286e-07
COMMD10,4.60031635007851e-09,3.44247467198166e-07
UBE2V2,4.61885119040772e-09,3.45413175788855e-07
STOM,4.66342964244859e-09,3.4852377525609e-07
ABCA2,4.71799532775208e-09,3.52376320670257e-07
TM9SF3,4.74861683308347e-09,3.54436749167333e-07
TRAM1,4.79731754321477e-09,3.57843116307675e-07
DUSP23,4.80142214875912e-09,3.5792073111908e-07
ENSGALG00000004711,4.85556639340246e-09,3.61726059509157e-07
PTGES3L,4.9479969010946e-09,3.68376938470278e-07
HIST1H103,5.02162600390932e-09,3.73620477384159e-07
SDF2,5.05820774154842e-09,3.76102686608435e-07
FLI1,5.06516295573078e-09,3.76380261026107e-07
TMEM14A,5.08044717406619e-09,3.77275997631825e-07
MAGT1,5.26538768141904e-09,3.9076133428057e-07
ROR1,5.32229460503686e-09,3.94733796028841e-07
MRPS34,5.38100786151574e-09,3.98835100227263e-07
SLC38A2,5.43552314269391e-09,4.02365104546795e-07
SIGMAR1,5.43461886604035e-09,4.02365104546795e-07
ENSGALG00000042503,5.46237410858907e-09,4.04096668247633e-07
CLINT1,5.58775081760388e-09,4.13110185240978e-07
COMMD5,5.59659918408784e-09,4.13502646738966e-07
SLC2A1,5.60406054894713e-09,4.13792198757288e-07
PPP2CA,5.66391999967664e-09,4.17947906776277e-07
CIB1,5.69565894448232e-09,4.20024629567039e-07
NDUFAF1,5.7443138024027e-09,4.23345403694122e-07
QPCTL,5.8107687550546e-09,4.27972997450123e-07
AIFM3,5.96893423576716e-09,4.39345139405209e-07
CRCP,6.0813192259701e-09,4.47335394421172e-07
SPPL2A,6.18105699956573e-09,4.54385862105122e-07
MCRIP1,6.23922014053591e-09,4.58373122155387e-07
SNW1,6.24327456399953e-09,4.58382695099869e-07
SRSF5A,6.50490572517981e-09,4.77291722035698e-07
CNOT8,6.53932019645254e-09,4.79515650223295e-07
PLAC8,6.72515065858192e-09,4.92832863065584e-07
FABP6,6.72961153469487e-09,4.92850574160596e-07
KIDINS220,6.87931078768855e-09,5.03498292288168e-07
RAD21,6.90961066140972e-09,5.05399280594052e-07
KRT15,6.93073953783596e-09,5.06627502435473e-07
DCTN6,6.95065582867471e-09,5.0776560513881e-07
DPAGT1,7.09896319506242e-09,5.18275764266514e-07
RPA1,7.15431358599972e-09,5.21990499904522e-07
NUP43,7.17428272345444e-09,5.23120734812597e-07
ISCA1,7.196706341972e-09,5.24428419116305e-07
ATP6AP1,7.22147230902692e-09,5.25905054855869e-07
DPH5,7.36274397006298e-09,5.35859112912847e-07
GRK3,7.40539030097409e-09,5.38627311466252e-07
ENSGALG00000047670,7.50341688782186e-09,5.45417613132202e-07
ENSGALG00000033569,7.63311580609383e-09,5.54500274865681e-07
VEGFD,7.73805108877923e-09,5.61773834594e-07
UNC45B,7.80878117723205e-09,5.66556642484301e-07
SHROOM4,7.91845944370095e-09,5.74157596390062e-07
HNRNPU,7.97114552142375e-09,5.77619251008376e-07
SPC25,8.02879007721913e-09,5.81435700685336e-07
ARGLU1,8.06286470922402e-09,5.83541572096014e-07
NDUFB8,8.08079991809763e-09,5.84477484669539e-07
ENSGALG00000047639,8.24541990240846e-09,5.96015260451767e-07
MGMT,8.26819501753562e-09,5.97291934720947e-07
RAMAC,8.55577375613592e-09,6.1768454261992e-07
LUC7L2,8.68842964241168e-09,6.26874203701236e-07
ENSGALG00000006584,8.73426742042938e-09,6.29792419637643e-07
KCNH6,8.75230643515579e-09,6.30703816112703e-07
MRPL44,8.96461727073472e-09,6.45604965186526e-07
SFT2D1,8.98728846898678e-09,6.46838886253973e-07
TMEM100,8.99448260316404e-09,6.46958048452818e-07
ENSGALG00000050564,9.01311447698561e-09,6.47899255144841e-07
PSMF1,9.41128830422855e-09,6.76105541188142e-07
ND4L,9.42342803789131e-09,6.76561568309535e-07
AHSA1,9.48697698177625e-09,6.80705728020529e-07
NOS3,9.52929524178359e-09,6.83322399460489e-07
SUPT4H1,9.98223326220682e-09,7.15362332458692e-07
FUBP1,9.98876203972543e-09,7.15391317493222e-07
SLC46A2,1.01241666161656e-08,7.24200896234247e-07
