,combinedPval,adjustedPval
BLCAP,1.43266212138116e-06,8.73370601807659e-05
MFSD11,1.44160845150232e-06,8.77939556610003e-05
PSMD4,1.44166734639128e-06,8.77939556610003e-05
GNL3,1.44522040756989e-06,8.79642495436666e-05
AIMP2,1.467831969304e-06,8.92937658147086e-05
MAEA,1.48826565560256e-06,9.04894722782366e-05
SERINC1,1.53211651054974e-06,9.31069941807147e-05
YIPF3,1.54531562146509e-06,9.3860042191142e-05
KIF2A,1.5500947467828e-06,9.41011540946352e-05
LMOD2,1.55129626544515e-06,9.41249429348151e-05
KPNA2,1.56984049071163e-06,9.52004272346918e-05
PPP1R7,1.59296552659782e-06,9.65524410551137e-05
TMEM184B,1.61026933920283e-06,9.75503950806976e-05
C7orf50,1.63599450442309e-06,9.9057210856847e-05
ID4,1.65698779164281e-06,0.000100276098309236
ENPP6,1.65790076822603e-06,0.000100279147471414
PACSIN3,1.65989122269394e-06,0.000100347331484023
GALM,1.69337902156119e-06,0.000102318600473064
VPS25,1.71854628860935e-06,0.000103732509159848
FBLIM1,1.71856388964109e-06,0.000103732509159848
CDC42SE2,1.72248208807346e-06,0.000103861159928983
SLC25A22,1.72198938341861e-06,0.000103861159928983
KHDRBS2,1.73937124592349e-06,0.000104770848473616
SAR1B,1.73936309022515e-06,0.000104770848473616
RBM17,1.76010162555862e-06,0.00010596463680633
PTGES2,1.77793113986802e-06,0.000106982636891519
SF3A2,1.78876059031552e-06,0.000107578589957722
SS18,1.80235446023413e-06,0.000108288956998018
PKIG,1.80243518443923e-06,0.000108288956998018
PROCR,1.80884742140286e-06,0.000108618066028629
SOHO-1,1.81351334527236e-06,0.000108842026391848
ENSGALG00000033862,1.83627119976215e-06,0.000110151022697484
ACAN,1.87791197792109e-06,0.00011259080042539
ENSGALG00000017558,1.89648897896966e-06,0.000113645979724309
ENSGALG00000053336,1.89962030305857e-06,0.000113774975572597
SDHC,1.9029746782806e-06,0.000113917191014179
RAB35,1.90519011578072e-06,0.000113991115277854
ALDH18A1,1.91103699687112e-06,0.000114282127834284
HSCB,1.91665468773916e-06,0.00011455914236671
ENSGALG00000034735,1.93935003200973e-06,0.000115856085173407
GADD45B,1.94706221678942e-06,0.000116257066809777
LYVE1,1.97025857606725e-06,0.000117581706158515
DCXR,1.97234046972472e-06,0.000117645557061461
PSMD14,2.01310189629211e-06,0.000120015304194806
SIKE1,2.02696775930544e-06,0.000120780008319986
PMEPA1,2.10047109794331e-06,0.000125095699654459
TMEM230,2.13311392860405e-06,0.000126974728215892
PLSCR1,2.14687330668539e-06,0.000127728361324354
RP2,2.15785839396965e-06,0.000128316251276524
GALE,2.15937822711787e-06,0.000128340980032427
NUBPL,2.19467257345229e-06,0.000130372019932687
NDRG3,2.21994371163436e-06,0.000131689913065305
UTP11,2.22025623664024e-06,0.000131689913065305
MEAF6,2.21831238556014e-06,0.000131689913065305
FSTL4,2.23703388657626e-06,0.00013261738278951
CETN3,2.26385371426829e-06,0.000134138930946519
DERL1,2.32410281508777e-06,0.000137612721805671
MTCH2,2.32484811135691e-06,0.000137612721805671
PSMC1,2.3346350026543e-06,0.000138121702058237
PAICS,2.35604210185869e-06,0.000139317289715977
RARS,2.36142447751497e-06,0.000139564570814892
COPS2,2.37170264494324e-06,0.000140100803967438
PSMC6,2.37690516946554e-06,0.000140336817228049
ST3GAL1,2.38091330306833e-06,0.000140502107659013
ENSGALG00000053846,2.40841411147663e-06,0.000142052873285615
IDNK,2.42627588908917e-06,0.000143033825945473
ENSGALG00000044466,2.46980810869601e-06,0.000145526341211272
ENSGALG00000003355,2.48037383832056e-06,0.000146074859520803
MICALL2,2.4869659738247e-06,0.000146388926857046
PPP6C,2.56827780376057e-06,0.00015109863528473
SYNC,2.57634510458793e-06,0.00015149658780206
RNASEH2A,2.61718882943462e-06,0.000153820512640334
GRTP1,2.62313746302034e-06,0.000154092229710058
ENSGALG00000049239,2.6645437487538e-06,0.000156445526314572
ADNP,2.66621521438637e-06,0.000156464641890581
NAPEPLD,2.67455632640967e-06,0.000156874943398892
ENSGALG00000004825,2.73837654629627e-06,0.000160537293140716
BAG3,2.74163240754355e-06,0.00016064715578699
ENSGALG00000037493,2.75779811498289e-06,0.000161512984764335
CLIC4,2.7731297480571e-06,0.000162329118072675
YWHAG,2.78246007479055e-06,0.000162793311650483
C9orf64,2.7878451906993e-06,0.000163026332004187
TECRL,2.80218676340649e-06,0.000163782606296226
STRA6,2.81161831150456e-06,0.000164251282916227
API5,2.83259347522158e-06,0.000165393513858489
ZMAT2,2.83991362670655e-06,0.000165737689878949
ENSGALG00000008040,2.84866819733054e-06,0.000166165191379045
ENSGALG00000008469,2.87773532414715e-06,0.000167776518225302
ENSGALG00000053982,2.90280160619716e-06,0.000169153091052372
AARSD1,2.90492155108346e-06,0.000169191817308807
THOC1,2.91644555427961e-06,0.000169777952602579
GRPEL1,2.93268860984686e-06,0.000170638078579729
BIRC5,2.94408792345102e-06,0.000171215652535395
MRPL19,2.97749892519406e-06,0.000173072115180773
PIGF,3.02197766899326e-06,0.000175569731842548
ENSGALG00000051915,3.03950121338659e-06,0.000176499602492509
IGSF21,3.05194505245687e-06,0.000177133720515501
DCX,3.08638914381376e-06,0.000179043454723689
ENSGALG00000030153,3.10109952661453e-06,0.00017980708956346
CRY1,3.11526140861496e-06,0.000180538175885662
MCM5,3.18934583187769e-06,0.000184739483485418
MAD2L1,3.19174122420662e-06,0.000184786163218432
TMEM131L,3.2084535855903e-06,0.000185568897398901
IDH1,3.20803671971515e-06,0.000185568897398901
SRSF5,3.29760177786298e-06,0.000190630164067721
ANP32E,3.30344431209717e-06,0.00019087299906986
CPSF4,3.31821725918502e-06,0.000191631335690565
RER1,3.32515240808462e-06,0.000191936501018212
ENSGALG00000034050,3.35113225513606e-06,0.000193340127718368
VPS33B,3.36194612948759e-06,0.000193867810760421
C11orf52,3.39283733596929e-06,0.000195552163009937
RAB11A,3.39620851574907e-06,0.000195649466670135
ENSGALG00000054420,3.46077604884698e-06,0.000199270339716449
ING4,3.51567097212069e-06,0.000202244979070547
COPB1,3.5159167111054e-06,0.000202244979070547
PIP4K2A,3.54256719137247e-06,0.000203677205916235
CASP3,3.56863637351879e-06,0.000205074612045815
GLRX3,3.57159422503806e-06,0.000205143181977396
CCNDBP1,3.58907033815026e-06,0.000206045163975258
ZFAND2A,3.66468109336271e-06,0.000210178323030969
KIAA1671,3.66309957500199e-06,0.000210178323030969
DNAJB2,3.6708608293079e-06,0.000210428932840887
SLC40A1,3.7036840396798e-06,0.000212205857085999
SLC1A4,3.70579775466062e-06,0.000212222369694086
TSHZ3,3.71300677959319e-06,0.000212530518853475
ENSGALG00000007350,3.7353390585082e-06,0.000213703585664892
ARGLU1,3.7951733761199e-06,0.000217019983301847
LRPAP1,3.79966754815442e-06,0.000217170151728479
TM4SF18,3.80405493072278e-06,0.000217314072012486
CLDN2,3.81948505134844e-06,0.000218088379070979
RBM10,3.82255662678688e-06,0.000218156613023503
TEX264,3.83080351606946e-06,0.000218519994725616
CDCA9,3.83432638029202e-06,0.000218613680247671
CCNG2,3.83966683492609e-06,0.000218734984861702
PLK2,3.84144056153612e-06,0.000218734984861702
ENSGALG00000049369,3.84209858683704e-06,0.000218734984861702
ELOF1,3.90425199958688e-06,0.000222164650833282
COX7A2L,4.02152312006798e-06,0.000228725803566799
EIF2S2,4.1019120062824e-06,0.000233183872845603
ACVR1,4.11014685830491e-06,0.000233537805043673
CHST6,4.22711733527592e-06,0.000240066711842559
LPAR1,4.28189824874803e-06,0.000242942511607669
PSMD2,4.28193422474799e-06,0.000242942511607669
POLR3B,4.35033028578502e-06,0.000246702672018095
CLN6,4.38845830419421e-06,0.000248743533680566
HSD17B10,4.40508463495082e-06,0.000249564256461626
HOPX,4.53702868630224e-06,0.000256914170722559
EDKM,4.63260847194391e-06,0.000262198764824282
ENSGALG00000047339,4.64878842754146e-06,0.00026298649003457
MBD3,4.65282939954292e-06,0.000263087068852717
PRKCI,4.74391463778367e-06,0.000268106941087104
SMAD2Z,4.7505680194071e-06,0.000268248305957677
MTHFSD,4.75103085539885e-06,0.000268248305957677
ENSGALG00000051638,4.76070839483533e-06,0.00026866422736145
TAF15,4.82676076507538e-06,0.000272259639886743
PDCD4,4.83698290199008e-06,0.000272703916336853
CREBBP,4.84308186143867e-06,0.000272915414428333
THBS4,4.87995893916349e-06,0.000274860263497964
ITGAV,4.88666427400641e-06,0.000275104649642114
RALGAPA1,5.05086737168092e-06,0.000284211162637752
CHRD,5.07477064870532e-06,0.000285418044550222
UTP23,5.19606226012659e-06,0.000292098478951436
UBE2Q2,5.2988808426635e-06,0.00029773448976805
WNT6,5.47019836705243e-06,0.000307212026947436
ETFRF1,5.59701539204482e-06,0.000314182423957404
LIAS,5.63417185217574e-06,0.000316115522708062
TPST1,6.14324583358972e-06,0.000344511779913425
BICD2,6.21695424407598e-06,0.00034847722735945
NDUFA9,6.34449525338532e-06,0.00035545486235261
PODXL,6.43170370373536e-06,0.000360167203299477
MLF2,6.46601215048559e-06,0.000361914100136373
WEE1,6.6821141422313e-06,0.000373829724195411
GCLM,6.69135031050594e-06,0.000374166379220198
ENSGALG00000048698,6.82010543218148e-06,0.000381182748494771
G3BP2,7.19266199555868e-06,0.000401812141344406
EMC8,7.30124910786056e-06,0.000407682364033144
RAB14,7.32290242799749e-06,0.000408695128642774
DNAJB12,7.33583970968787e-06,0.000409220707928986
ENSGALG00000044083,7.5003137715024e-06,0.000418195019813985
ENSGALG00000046550,7.51182648572879e-06,0.000418636149535262
UBE2V2,7.53035578937578e-06,0.000419467705600418
AHCTF1,7.60067741978343e-06,0.000423182100974484
ANAPC15,7.61533767612566e-06,0.00042379537136159
SPON2,7.7642956486379e-06,0.000431878179125643
MRPS25,7.81215334400009e-06,0.000434332382531385
YTHDC1,8.04277501598172e-06,0.000446940513510528
TAF13,8.17879666870081e-06,0.00045423571441657
TIA1,8.18186805251475e-06,0.00045423571441657
MIA3,8.24894954898348e-06,0.000457741305395661
C15H12ORF65,8.25811214000272e-06,0.000458031114848319
PCMT1,8.31603908313383e-06,0.000461024042931309
ENSGALG00000024295,8.42384444599276e-06,0.000466777956536298
PNN,8.58661287961304e-06,0.000475570523490526
SARS,8.64262136124339e-06,0.000478444620253104
ARFIP2,8.6943328271305e-06,0.000481019173610071
UBE2B,8.69740344100478e-06,0.000481019173610071
RBM14,8.72760626080549e-06,0.000482460048486604
ENSGALG00000016760,8.74787489046902e-06,0.000483350654992553
CASC4,8.7584918765371e-06,0.000483707381625618
DTD2,8.79092171024443e-06,0.000485267860964995
MRPS2,8.80910727474316e-06,0.00048604093403969
CTSZ,8.83486201463946e-06,0.000487230703445036
TAX1BP1,8.88090137873832e-06,0.00048953748376407
QPCTL,9.02655516910045e-06,0.000497330471377433
ENSGALG00000033140,9.04280311053718e-06,0.000497753869441306
SPATA20,9.04075955865391e-06,0.000497753869441306
EXFABP,9.05046499033446e-06,0.000497939844518884
RPF2,9.09917026581386e-06,0.000500382707189484
SNX17,9.11160995631377e-06,0.000500829881189553
PAK1IP1,9.22554385773822e-06,0.000506852739438872
PM20D1,9.24261018098171e-06,0.00050755050256707
VPS26A,9.36138296259159e-06,0.000513830098164439
CCDC58,9.42073834353518e-06,0.000516843987683273
MRPL53,9.42660594249745e-06,0.000516921951862208
HSF2,9.4922774422912e-06,0.000520277732165887
SUGT1,9.52056671610357e-06,0.000521582371737808
SMTN,9.538536635878e-06,0.000522320704773884
COLGALT1,9.57633575449091e-06,0.000524143658414755
TPD52L2,9.68424520098043e-06,0.000529800454272977
MRPL32,9.80054758059623e-06,0.000535910868671446
TMEM120A,9.84775488643841e-06,0.000538239075850624
BCL11A,9.89617575297697e-06,0.000540631392091992
PTPA,9.96624424665082e-06,0.000544203522604328
USB1,9.98313209155111e-06,0.000544869750329016
PTGES,1.00164834371252e-05,0.00054643349315556
GABARAPL2,1.00876223680935e-05,0.000550056244414086
CPSF3,1.01533364358364e-05,0.000553379931426897
YARS,1.0168651160547e-05,0.000553954911815725
RAC3,1.0283681316281e-05,0.000559958980322968
FBXO9,1.04425460694113e-05,0.00056834315685452
PDCL3,1.05121546583042e-05,0.000571863928320901
ENSGALG00000037737,1.05199803532852e-05,0.00057202197291596
HPF1,1.05697880383726e-05,0.000574461565421507
PRKAR1A,1.0659781503275e-05,0.000579081930084802
RPAP3,1.07007285495841e-05,0.000581034825672921
MMD,1.07368346689007e-05,0.000582723164874291
ENSGALG00000006818,1.08247107727388e-05,0.000587218343809931
MRPS9,1.0830718776389e-05,0.000587270224509
SLC19A1,1.08463043292373e-05,0.000587841134781948
ATAD1,1.08552770720083e-05,0.000588053283098897
PSMD12,1.09926141101946e-05,0.000595215759925827
TBRG4,1.10384189262458e-05,0.000597417690856757
RALBP1,1.1092690194503e-05,0.000600075577853702
NKIRAS2,1.11501217729959e-05,0.000602901874564128
ENSGALG00000035369,1.13082499633155e-05,0.000611167811468597
PPIF,1.13353957416074e-05,0.000612350255662446
FAHD1,1.13684619955645e-05,0.000613851283345659
Prom1,1.14391620187337e-05,0.000617095558105208
NOP56,1.14356090412659e-05,0.000617095558105208
COPS3,1.14635350747516e-05,0.000618123551565439
TEAD4,1.15938806730664e-05,0.000624696116547462
ENSGALG00000005257,1.1606922205476e-05,0.000624696116547462
PSMD1,1.16009796293781e-05,0.000624696116547462
DHRS7C,1.16045170470702e-05,0.000624696116547462
LPAR4,1.1692263163221e-05,0.0006289980491141
TRPM7,1.17065937520477e-05,0.000629477688770359
RHOC,1.17372419266015e-05,0.000630747407185595
OGDH,1.17410583585498e-05,0.000630747407185595
LAMB2,1.17565314662338e-05,0.000631144347653474
RBM18,1.17593052979537e-05,0.000631144347653474
ELOVL1,1.18557290614829e-05,0.000636025954190796
ENSGALG00000038783,1.19502527242688e-05,0.000640801169448846
VAPB,1.19568369953971e-05,0.000640858634833401
MRPS22,1.20337677388394e-05,0.000644684716932591
HSD17B12,1.21270892750047e-05,0.000649384973343305
TBL2,1.2184500410295e-05,0.00065215884624436
B3GAT2,1.23604552525469e-05,0.000661272137247721
TCEA1,1.23879481432887e-05,0.000662438130147984
WDR74,1.25354756328466e-05,0.00067001887820766
ENSGALG00000015805,1.26362551857717e-05,0.000674785034879729
PRPSAP2,1.26337146728606e-05,0.000674785034879729
LTO1,1.26452249469278e-05,0.000674953987940033
BRI3,1.2756986325968e-05,0.000680606893373509
MAVS,1.27965573790689e-05,0.000682404902854339
GORASP2,1.28516462662986e-05,0.000685028407159969
AP3M1,1.29145646234896e-05,0.000688066647999999
SYF2,1.29427341324373e-05,0.0006892515922001
CCND2,1.2952434512159e-05,0.000689256946956694
FAM96A,1.2954692525935e-05,0.000689256946956694
ROGDI,1.29790523428763e-05,0.000690237117782123
NEDD9,1.29927106229388e-05,0.000690647535578559
RNF126,1.30022876652092e-05,0.00069084073289562
CYTH1,1.3066956341401e-05,0.000693959558678156
ARF6,1.31171127897289e-05,0.000696305173143606
ENSGALG00000050229,1.32411987938674e-05,0.000702571311314781
CR1L,1.3307812051222e-05,0.000705783648512675
GCDH,1.33204216589133e-05,0.000706130262973173
APCDD1,1.35120908646424e-05,0.000715964382098478
MEX3A,1.3563524693283e-05,0.000718362282143545
MTIF3,1.35833416641251e-05,0.000719084243438147
ASPG,1.35909249920907e-05,0.00071915717980037
SF3A3,1.35970916557149e-05,0.00071915717980037
ARNTL2,1.36879660382894e-05,0.00072349745230461
SUCLA2,1.36916000177401e-05,0.00072349745230461
OLA1,1.37079031143905e-05,0.000724029843117795
NUMA1,1.38374189752044e-05,0.000730207143734617
COX20,1.38365029385135e-05,0.000730207143734617
MSL3,1.3887276983704e-05,0.0007325056707146
TARS,1.39393485987238e-05,0.000734918819972967
SLC37A1,1.40744113931168e-05,0.000741703309431949
STAU2,1.41077708615267e-05,0.000743124445232196
MAFK,1.41936234481221e-05,0.00074730810760385
TMEM183A,1.42009483972139e-05,0.000747355297181431
TMEM141,1.42969531540249e-05,0.000752067296946763
KCTD2,1.43154159922831e-05,0.000752697916366185
MCL1,1.43775661336498e-05,0.000755623985235614
SYNCRIP,1.44229646275029e-05,0.000757667411849641
PLIN4,1.45559540057905e-05,0.000764308240026006
PMPCB,1.45645633329305e-05,0.000764415036819549
RNF19B,1.46159428102699e-05,0.00076676549775062
EMC1,1.46858592202648e-05,0.000770085863793764
TXNRD3,1.47141344942758e-05,0.00077087312096022
TOP3B,1.47128812797437e-05,0.00077087312096022
PECAM1,1.47638075083112e-05,0.000772778977844124
TMEM199,1.4760373289846e-05,0.000772778977844124
PSMF1,1.48064052104546e-05,0.000774659871939526
PSMC2,1.48703086108037e-05,0.000777653270327775
LDB2,1.49645859732761e-05,0.000782231690348592
ELMO1,1.4979202515697e-05,0.000782643820847202
BLOC1S4,1.5017886738633e-05,0.000783960337659347
NSMCE2,1.50137630166025e-05,0.000783960337659347
CTNNBIP1,1.50734429953392e-05,0.000786507303872988
STRAP,1.50862739889401e-05,0.000786823651432687
HPCA,1.50941630059354e-05,0.000786882082382255
EMC3,1.51184623169431e-05,0.000787795571522268
DBNDD1,1.51909161107966e-05,0.000791216360421247
CUL3,1.52256545530305e-05,0.000792670567313049
GEMIN6,1.52687576462363e-05,0.000794558753747935
NMI,1.53161965523729e-05,0.000796670777504344
POLR2K,1.54794046485218e-05,0.000804232223077485
ENSGALG00000013505,1.54823210314348e-05,0.000804232223077485
FAM241A,1.54735869196676e-05,0.000804232223077485
NDUFAF1,1.55396671193131e-05,0.000806850553900036
URAH,1.57167573189287e-05,0.000815681124766906
ENSGALG00000052043,1.58733836148617e-05,0.000823442236223688
PAFAH1B1,1.60214478117648e-05,0.000830752457879173
PTRHD1,1.6106131919269e-05,0.000834771209057491
KLHDC3,1.61471158512949e-05,0.000836522433773799
MTFR1,1.61933521181101e-05,0.000838544081240743
PYGO2,1.6232579517661e-05,0.000840201148294729
DEK,1.62848916664959e-05,0.000842533707929518
DHX38,1.63298742582585e-05,0.000844485150706233
TIAL1,1.6374525417806e-05,0.000846041540334076
PNRC2,1.63700031656777e-05,0.000846041540334076
STON1,1.64475341437598e-05,0.00084943623938803
RIOK2,1.64917684128962e-05,0.000851342520834302
ENSGALG00000012259,1.65373772208488e-05,0.000853211837344675
MTG2,1.65426583387251e-05,0.000853211837344675
SNAP23,1.65752613291437e-05,0.000854514274187731
TMEM100,1.67607993901697e-05,0.00086369641391598
FEN1,1.68185512376962e-05,0.000866288416326266
MRPS7,1.68756947234172e-05,0.000868846801330054
ENSGALG00000013809,1.69505061790032e-05,0.00087154053952958
ENSGALG00000004440,1.69446686635322e-05,0.00087154053952958
MYO19,1.69380070866865e-05,0.00087154053952958
AGRN,1.69987282331308e-05,0.000873633569984388
GJC1,1.70266069825509e-05,0.000874679687747161
GABPA,1.7250018330639e-05,0.000885765217067911
PREP,1.73109308954089e-05,0.000888500548021932
ENSGALG00000054208,1.73191032962761e-05,0.000888527718562944
FAM204A,1.73672387300261e-05,0.000890604197522145
SPATS2L,1.73964067959886e-05,0.000891706614294345
DNAJC2,1.7503587408596e-05,0.000896734192661549
BRIX1,1.75176312603442e-05,0.000896734192661549
HSD17B4,1.75142381108051e-05,0.000896734192661549
SLC16A1,1.75567013012135e-05,0.000898338633250298
LAMTOR3,1.76338535422538e-05,0.000901889389077415
CNOT11,1.76472193196275e-05,0.000902176076426361
MAGT1,1.76673451673937e-05,0.000902807953870937
TMLHE,1.78197411480063e-05,0.000910195359674948
ATP6V1E1,1.78656425871004e-05,0.000912110900043901
DPM1,1.78729352415807e-05,0.000912110900043901
NECAB1,1.79044827774977e-05,0.000913319937294798
ST13,1.79242822906378e-05,0.000913928902133144
NOTCH1,1.79900246095599e-05,0.000916878852170356
ENSGALG00000030808,1.82292717803012e-05,0.000928665182880888
TLDC1,1.82601294198559e-05,0.000929829720264758
INTS11,1.84255593395077e-05,0.000937842834514069
NAPA,1.85216707662139e-05,0.00094232223612322
SNX14,1.87078152129594e-05,0.000951376301581412
UHRF1,1.87214021458715e-05,0.000951650962793315
CALR,1.87403245528461e-05,0.000952196479521554
ACAD8,1.89577671168006e-05,0.000962823928376095
STX8,1.91779581466545e-05,0.000973193249959167
CENPS,1.91786791436943e-05,0.000973193249959167
CASP2,1.92519607684627e-05,0.000976485589079045
ACOT13,1.93304771354263e-05,0.000980040453994101
AK2,1.93539661890174e-05,0.000980803592947525
GNAI3,1.94666919490771e-05,0.000986086357156924
TBP,1.95172931403143e-05,0.00098821896679751
DNM1,1.95445018738027e-05,0.000989165805065886
KRIT1,1.95859059916037e-05,0.000990829948526357
ENSGALG00000041419,1.96621288039989e-05,0.000994253318463026
CHGA,1.97020043821716e-05,0.000995836542942791
PDE6D,1.98947976135511e-05,0.00100514424517244
PMM2,2.00975367772305e-05,0.00101494614052255
PPP2CA,2.02468801220324e-05,0.0010220441510645
TMEM203,2.02675352340975e-05,0.0010226427543026
ACE,2.03792558082228e-05,0.00102783375146748
ENSGALG00000023472,2.05429221129538e-05,0.00103563900852221
ENSGALG00000004009,2.05842385914146e-05,0.00103727209916011
NMRK1,2.08104470900139e-05,0.00104821673698225
AKIRIN2,2.08330793491918e-05,0.00104890225419911
PDZD11,2.10624690734074e-05,0.00105953380756359
CSTF2,2.10562630833522e-05,0.00105953380756359
PDCD10,2.10753392755336e-05,0.00105972267881332
PRKCD,2.11238573897266e-05,0.00106170308120176
TIMM21,2.11595437755729e-05,0.00106287357537748
WARS,2.11654312463061e-05,0.00106287357537748
GINM1,2.13821351029431e-05,0.00107329226109874
MYO18B,2.14474306483581e-05,0.00107610518028656
PPP1R2,2.16244331388005e-05,0.00108451804811659
TOP2A,2.17274179439286e-05,0.00108921309371547
HACD3,2.18691950251149e-05,0.00109584794191296
ATL1,2.18868243089254e-05,0.001096258805934
RRM2,2.19549302440392e-05,0.00109919648226302
TTC19,2.2161565543688e-05,0.00110906426087894
RAB15,2.2463194045752e-05,0.00112367538830389
RSRC1,2.24820347843879e-05,0.00112413415115575
MAP2K5,2.27805523824731e-05,0.00113857075357635
ELAVL1,2.28264810181456e-05,0.00114037599083118
ENSGALG00000048205,2.28916172474447e-05,0.0011431388469291
PFKL,2.2909797010251e-05,0.00114347766972655
CTPS1,2.29180744184543e-05,0.00114347766972655
SF3B3,2.29974998473548e-05,0.00114694828090923
MED21,2.32077336264069e-05,0.00115693688863588
EFHD1,2.33138651947185e-05,0.00116123178014504
ENSGALG00000054143,2.3307295413777e-05,0.00116123178014504
MBNL1,2.33931409516774e-05,0.00116462061809045
WDR5,2.34019382595596e-05,0.00116462061809045
FAM20A,2.34250999375796e-05,0.00116527444867991
MOB3A,2.35268907939901e-05,0.00116983743148693
C9orf85,2.35484004610376e-05,0.00117040636413389
DPM2,2.3665844345766e-05,0.00117574091067101
MRPL38,2.39879605155036e-05,0.00119123486347992
PPID,2.41311406907752e-05,0.00119783347169464
ENSGALG00000040527,2.4200978069433e-05,0.0012007873751884
NME3,2.43053200067456e-05,0.00120545005120467
RCBTB1,2.45624515449183e-05,0.00121768329348318
JPT2,2.46843187851065e-05,0.00122320323886527
SLC35E3,2.48610102344671e-05,0.00123143407397524
SNX24,2.51067933071392e-05,0.00124307873835634
DDX49,2.51370191504119e-05,0.00124404543774178
CCZ1,2.54167275388628e-05,0.00125735309402985
PERP2,2.59108605933367e-05,0.00128125240103877
PSEN2,2.59577376512388e-05,0.00128302466409479
GALNS,2.60290370206473e-05,0.00128600204021833
DNM1L,2.62442470195801e-05,0.00129553362393807
ACOT8,2.62405117072984e-05,0.00129553362393807
EIF2B1,2.66954688852294e-05,0.00131724861575165
CHRAC1,2.67122108793538e-05,0.00131751550769856
APP,2.6744569611159e-05,0.00131855210461467
PENK,2.69421017629057e-05,0.00132716510060674
HPGDS,2.69323328190296e-05,0.00132716510060674
GNG10,2.69718788989959e-05,0.00132806917802315
MTMR14,2.70742151200487e-05,0.00133254371635556
SLC35C1,2.72137430794572e-05,0.00133884420270766
NCOA4,2.74758621987559e-05,0.00135116796836561
RASL11A,2.74951671350721e-05,0.00135154559863487
ENSGALG00000042150,2.7541761539629e-05,0.00135271771850519
GBF1,2.75422840468886e-05,0.00135271771850519
C1H12ORF73,2.76350212502496e-05,0.00135629601430609
SGF29,2.76384741180191e-05,0.00135629601430609
SULT1B1,2.77491044308187e-05,0.00136115038083414
ENSGALG00000037156,2.77886920612147e-05,0.00136251733332122
MAPK6,2.7991607775224e-05,0.00137188795498034
RASD2,2.80381285961973e-05,0.00137358888773076
NIM1KZ,2.80766440583502e-05,0.00137489636990764
CSE1L,2.8105096498976e-05,0.00137571017842252
TBL1X,2.81397701820119e-05,0.0013762484668193
ABHD17A,2.81316163150969e-05,0.0013762484668193
H2AFY,2.8294019783659e-05,0.00138321052937413
FGF12,2.83140916227387e-05,0.00138360994427226
SCAMP2,2.83324003226282e-05,0.00138392290132561
MGLL,2.84970357069536e-05,0.00139079593636681
SNRNP27,2.84908471555045e-05,0.00139079593636681
ENSGALG00000055069,2.86300603444811e-05,0.00139670183819761
CABP1,2.87365516685734e-05,0.00140130891518454
POMGNT1,2.88509162440498e-05,0.00140617976859928
NOL9,2.88606295884009e-05,0.00140617976859928
MED20,2.89102318091761e-05,0.00140800643163182
OSBPL9,2.90640563227473e-05,0.0014149053465719
CNI,2.92082569584018e-05,0.00142073547065107
CHCHD4,2.91964360458197e-05,0.00142073547065107
MFAP1,2.92617733959055e-05,0.00142274330409792
ENSGALG00000005753,2.94155780700134e-05,0.00142854407906043
LRRC40,2.94179433890651e-05,0.00142854407906043
CSNK1D,2.94083258604028e-05,0.00142854407906043
LMO2,2.95024945322631e-05,0.00143173122142744
MAIP1,2.95082072919728e-05,0.00143173122142744
RRAGB,2.95797160472233e-05,0.00143460206050434
EOGT,2.96727536710506e-05,0.00143851420961324
SMC2,2.99155400950157e-05,0.00144967978751008
SLC44A1,3.00290969573735e-05,0.00145457632338256
POLE,3.01556490238664e-05,0.0014600979916864
TMX3,3.02821351352289e-05,0.00146561187029765
RAB10,3.05358845431591e-05,0.00147727795741655
ENSGALG00000016524,3.05916984928434e-05,0.00147936251680786
SNX11,3.14191880144143e-05,0.00151874674468147
GNG2,3.17663204247864e-05,0.00153488829061563
PPP3R1,3.18122742264393e-05,0.00153647009168938
SNTA1,3.18794597952143e-05,0.00153907560559236
METTL7A,3.19814725845413e-05,0.00154335964589594
CIR1,3.20282247741055e-05,0.00154497447539804
SH3GL1,3.21199287097729e-05,0.00154875544405389
IPO9,3.2369839957469e-05,0.00156015853890488
CXXC5,3.23884807063024e-05,0.00156041004781291
DDX10,3.25266081855347e-05,0.00156641558733395
OAZ,3.25693142451122e-05,0.00156782275378754
SAP30,3.26915074942979e-05,0.00157305352864052
HTR1B,3.29610881603104e-05,0.00158536904477845
SMIM19,3.36212370998235e-05,0.00161645223664499
TCEA2,3.367177828284e-05,0.00161821293515615
TMEM14A,3.39772392168314e-05,0.00163221816016393
PRPF8,3.41327211055287e-05,0.00163901001169725
CACYBP,3.42913441189197e-05,0.00164594702531617
RWDD3,3.45288238858821e-05,0.00165666178878907
CANX,3.45565649583213e-05,0.00165730878997217
SOSTDC1,3.46822096473076e-05,0.00166234997355776
ENSGALG00000047233,3.4690277481042e-05,0.00166234997355776
NRXN1,3.48263598946019e-05,0.00166818338383331
ENSGALG00000039995,3.53865318043489e-05,0.00169431751841731
ARHGAP17,3.5588520378993e-05,0.00170328727195022
GLI2,3.58253112662243e-05,0.00171391461642363
PPP1CB,3.6016979080955e-05,0.00172237537796177
TGIF1,3.60612889509504e-05,0.00172307674259545
POLR2M,3.60466225488576e-05,0.00172307674259545
ENSGALG00000007127,3.62094355672582e-05,0.00172944464069622
ENSGALG00000051348,3.66021218060064e-05,0.00174748227801146
